Time_Stamp,Value
2019-06-19 14:27:33,40.23999
2019-06-19 14:27:58,40.39999
2019-06-19 14:28:56,40.39999
2019-06-19 14:29:57,40.99
2019-06-19 14:30:32,40.45999
2019-06-19 14:32:29,40.45999
2019-06-19 14:32:33,39.92999
2019-06-19 14:33:02,39.33999
2019-06-19 14:34:00,39.33999
2019-06-19 14:34:06,38.82999
2019-06-19 14:34:46,38.45
2019-06-19 14:35:26,38.62999
2019-06-19 14:36:23,38.62999
2019-06-19 14:36:37,39.24999
2019-06-19 14:37:02,38.81999
2019-06-19 14:37:36,38.57999
2019-06-19 14:38:13,39.09
2019-06-19 14:39:05,38.98999
2019-06-19 14:40:03,38.98999
2019-06-19 14:40:20,39.38
2019-06-19 14:45:18,39.38
2019-06-19 14:45:56,39.10999
2019-06-19 14:46:35,39.59999
2019-06-19 14:47:32,39.59999
2019-06-19 14:48:05,39.16
2019-06-19 14:48:32,39.27999
2019-06-19 14:48:55,39.50999
2019-06-19 14:49:53,39.50999
2019-06-19 14:50:17,39.54999
2019-06-19 14:51:01,39.44999
2019-06-19 14:51:22,38.94999
2019-06-19 14:52:00,39.19999
2019-06-19 14:52:58,39.19999
2019-06-19 14:53:07,38.74
2019-06-19 14:53:41,39.16999
2019-06-19 14:54:07,38.65999
2019-06-19 14:55:04,38.65999
2019-06-19 14:55:34,38.42
2019-06-19 14:56:30,38.26999
2019-06-19 14:56:53,37.72999
2019-06-19 14:57:50,37.72999
2019-06-19 14:58:44,37.27999
2019-06-19 14:59:41,37.27999
2019-06-19 14:59:44,36.87999
2019-06-19 15:00:41,36.87999
2019-06-19 15:00:50,36.96999
2019-06-19 15:01:25,37.49999
2019-06-19 15:01:51,37.13
2019-06-19 15:02:10,37.67999
2019-06-19 15:03:08,37.67999
2019-06-19 15:03:32,38.00999
2019-06-19 15:04:08,38.42999
2019-06-19 15:04:54,38.93999
2019-06-19 15:05:30,38.81999
2019-06-19 15:06:18,38.98999
2019-06-19 15:08:15,38.98999
2019-06-19 15:08:54,38.59999
2019-06-19 15:09:53,38.59999
2019-06-19 15:10:12,37.99999
2019-06-19 15:11:09,37.99999
2019-06-19 15:12:07,37.61999
2019-06-19 15:13:01,37.52
2019-06-19 15:13:43,37.23999
2019-06-19 15:14:41,37.23999
2019-06-19 15:15:08,36.76999
2019-06-19 15:15:34,37.28999
2019-06-19 15:16:31,37.28999
2019-06-19 15:17:00,37.64999
2019-06-19 15:18:57,37.64999
2019-06-19 15:19:33,37.32999
2019-06-19 15:20:00,37.64999
2019-06-19 15:20:57,37.64999
2019-06-19 15:21:14,37.20999
2019-06-19 15:21:46,37.45999
2019-06-19 15:22:43,37.45999
2019-06-19 15:23:13,37.21999
2019-06-19 15:24:10,37.21999
2019-06-19 15:24:34,37.57999
2019-06-19 15:24:51,37.02999
2019-06-19 15:25:19,37.42999
2019-06-19 15:26:17,37.42999
2019-06-19 15:26:32,37.61999
2019-06-19 15:27:28,38.16
2019-06-19 15:27:46,37.59999
2019-06-19 15:28:42,38.14999
2019-06-19 15:29:09,37.48
2019-06-19 15:29:25,38.00999
2019-06-19 15:30:22,38.00999
2019-06-19 15:30:54,38.46999
2019-06-19 15:31:30,38.1
2019-06-19 15:32:03,38.23999
2019-06-19 15:32:55,38.12
2019-06-19 15:33:52,38.12
2019-06-19 15:34:09,37.88999
2019-06-19 15:34:31,38.48999
2019-06-19 15:34:55,38.23999
2019-06-19 15:35:52,38.23999
2019-06-19 15:36:25,38.52999
2019-06-19 15:37:22,38.52999
2019-06-19 15:37:31,38.10999
2019-06-19 15:38:14,38.65999
2019-06-19 15:38:51,38.48
2019-06-19 15:39:49,38.48
2019-06-19 15:40:41,38.64999
2019-06-19 15:41:38,38.64999
2019-06-19 15:42:15,38.77999
2019-06-19 15:44:13,38.77999
2019-06-19 15:44:26,38.52999
2019-06-19 15:46:23,38.52999
2019-06-19 15:47:18,37.91999
2019-06-19 15:47:36,38.38998
2019-06-19 15:48:33,38.38998
2019-06-19 15:49:24,38.81999
2019-06-19 15:49:57,38.41
2019-06-19 15:50:47,38.97999
2019-06-19 15:51:37,38.8
2019-06-19 15:52:34,38.8
2019-06-19 15:52:56,38.94999
2019-06-19 15:53:53,38.94999
2019-06-19 15:53:56,39.17999
2019-06-19 15:54:54,39.17999
2019-06-19 15:55:45,39.38999
2019-06-19 15:56:34,39.12
2019-06-19 15:57:32,39.52999
2019-06-19 15:58:01,39.01999
2019-06-19 15:58:31,39.41999
2019-06-19 15:59:28,39.41999
2019-06-19 16:00:15,38.65999
2019-06-19 16:00:28,39.28999
2019-06-19 16:01:26,39.28999
2019-06-19 16:01:52,39.73999
2019-06-19 16:02:19,39.27999
2019-06-19 16:03:16,39.27999
2019-06-19 16:03:43,39.13999
2019-06-19 16:05:40,39.13999
2019-06-19 16:06:33,38.74
2019-06-19 16:07:28,37.98999
2019-06-19 16:07:55,38.30999
2019-06-19 16:08:24,37.97999
2019-06-19 16:10:22,37.97999
2019-06-19 16:10:27,38.41
2019-06-19 16:12:25,38.41
2019-06-19 16:12:50,38.60999
2019-06-19 16:13:48,38.60999
2019-06-19 16:14:18,38.69999
2019-06-19 16:16:15,38.69999
