Refno Claim,Claim Registration Date,Repair Date,Repairing Dealer,State,Job Number,Vehicle Marketing Type,Product Id,Causal Part Number,Causal Part Name,Function Group 4 Digits,Fgrp 4 Digits Description,Chassis Number,Vehicle Registration Number,Vehicle Mileage On Claim (km),Number OfRepairs,Total Labor Payment Local,Total Material Payment Local,Total Other Payment Local,Total Payment Local,Total_Payment,Company,Delivery Importer,Credit Date,Debit Code,Credit Period,Model_,Year
7933802,41055,8/05/2012,92197,SA,2,FH13 64T,132852,20768519,"EXHAUST VALVE, MULTI GROOVE",2142,EXHAUST VALVE,132852,VV21IQ,527480,1,1987.2,6297.19,0,7737.19,8284.39,VTC,7830,41095,9,41091,FH13,2012
7933897,41058,24/05/2012,79129,VIC,1,FM13 64T,132360,21054616,"FAN, S842B + XD11-680",2631,FAN,132360,XSV358,244518,1,283.5,1385.67,2.25,1578.55,1671.42,VTC,7830,41095,9,41091,FM13,2012
7933912,41058,16/05/2012,93351,QLD,1,FM13 64T,131705,21270991,"FAN, S812B+HD11-680",2631,FAN,131705,XUO734,326000,1,220.8,1359.07,0,1579.87,1579.87,VTC,7830,41095,9,41091,FM13,2012
7933916,41058,5/05/2012,92197,SA,1,FH13 64T,131863,21596642,"CONTROL VALVE, 24V",2533,SOLENOID VALVE,131863,XEW740,245990,1,76.8,420.55,0,497.35,497.35,VTC,7830,41095,9,41091,FH13,2012
7933935,41058,23/05/2012,762478,NSW,1,FM13 64T,132569,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132569,SRH060,318496,1,82.8,215.78,0,298.58,298.58,VTC,7830,41095,9,41091,FM13,2012
7933937,41058,24/05/2012,762478,NSW,2,FM13 64T,131343,21121525,"COVER, COOLANT DUCT, WITH SEAL",2129,MISCELLANEOUS,131343,BC90CM,453534,0,0,0,0,242.01,0,VTC,7830,41095,9,41091,FM13,2012
7933973,41059,30/05/2012,92197,SA,1,FM13 64R,132870,21054616,"FAN, S842B + XD11-680",2631,FAN,132870,XYQ157,334326,1,288,1632.72,0,1920.72,1920.72,VTC,7830,41095,9,41091,FM13,2012
7933978,41059,23/05/2012,79129,VIC,1,FM13 64T,132355,21054616,"FAN, S842B + XD11-680",2631,FAN,132355,XSV354,369047,1,218.7,1369.66,0,1588.36,1588.36,VTC,7830,41095,9,41091,FM13,2012
7933978,41059,23/05/2012,79129,VIC,2,FM13 64T,132355,21385165,"RADIATOR, NARROW",2611,RADIATOR; HEAT EXCHANGER,132355,XSV354,369047,1,251.1,1402.33,0,1653.43,1653.43,VTC,7830,41095,9,41091,FM13,2012
7934054,41060,22/05/2012,93351,QLD,1,FM11 64T,132524,21237213,"THERMOSTAT, SLEEVE TYPE, 82 DEGREES",2627,THERMOSTAT,132524,XUO744,378397,1,105.6,93.86,0,199.46,199.46,VTC,7830,41095,9,41091,FM11,2012
7934055,41060,15/05/2012,93351,QLD,1,FM13 64T,131715,21153968,"IDLER PULLEY, 10K, DOB=74",2634,FAN DRIVE,131715,XUO729,368048,1,67.2,265.1,0,332.3,332.3,VTC,7830,41095,9,41091,FM13,2012
7934059,41060,30/05/2012,93351,QLD,1,FM13 64T,130911,8172939,"COMPANION FLANGE, OUTPUT SHAFT",4659,MISCELLANEOUS,130911,WYH053,456288,1,96,361.1,0,457.1,457.1,VTC,7830,41095,9,41091,FM13,2012
7934062,41060,31/05/2012,92197,SA,1,FM13 64T,132007,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132007,XEW712,361790,1,28.8,322.02,0,350.82,350.82,VTC,7830,41095,9,41091,FM13,2012
7934071,41060,28/05/2012,92197,SA,1,FM11 84R,132960,21447018,"COVER, COOLING DUCT",2123,INSPECTION COVER,132960,XYQ160,121245,0,0,0,0,2024.19,0,VTC,7830,41095,9,41091,FM11,2012
7934074,41060,16/05/2012,92197,SA,2,FH13 64T,132836,20768519,"EXHAUST VALVE, MULTI GROOVE",2142,EXHAUST VALVE,132836,VV26IS,542572,1,2457.6,3628.15,1216.09,7301.84,7301.84,VTC,7830,41095,9,41091,FH13,2012
7934076,41060,21/05/2012,490233,QLD,1,FH13 64T,132791,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132791,VV07IQ,583201,1,57.6,322.02,0,379.62,379.62,VTC,7830,41095,9,41091,FH13,2012
7934097,41061,28/04/2012,691188,SA,1,FH13 64T,131732,21031448,"AIR VALVE, ON/OFF VALVE BF CONTROL",2533,SOLENOID VALVE,131732,BE62YU,642828,1,67.8,352.14,0,419.94,419.94,VTC,7830,41095,9,41091,FH13,2012
7934103,41061,26/05/2012,93351,QLD,1,FM11 64T,132525,21060841,"IDLER GEAR, LOWER",2153,TIMING GEAR,132525,XUO743,320055,1,1881.6,8431.2,75,10387.8,10387.8,VTC,7830,41095,9,41091,FM11,2012
7934140,41064,2/06/2012,92197,SA,1,FH13 64T,132891,21567736,"SENSOR, NOX 600 MM",2846,SENSOR,132891,VV34IS,380154,1,115.2,934.73,0,1049.93,1049.93,VTC,7830,41095,9,41091,FH13,2012
7934168,41064,17/05/2012,70287,WA,2,FH16 64T,132933,21019219,"PIPE, AVU TO EPG",2539,MISCELLANEOUS,132933,SX11EK,533756,1,323,602.42,6.18,926.14,931.6,VTC,7830,41095,9,41091,FH16,2012
7934209,41065,16/05/2012,70287,WA,1,FH16 64T,133156,20701331,"DIFFERENTIAL CARRIER, ASSY, RATIO 3.40",4651,"FINAL DRIVE (FRONT AND REAR), COMPLETE",133156,SX41EK,443171,1,988,3576.64,13.26,4558.14,4577.9,VTC,7830,41095,9,41091,FH16,2012
7934218,41065,28/05/2012,93351,QLD,2,FH16 64T,132517,20789137,"REPAIR KIT, WASTEGATE",2552,"TURBOCHARGER, PARTS",132517,VV86IJ,396600,1,288,386.52,0,674.52,674.52,VTC,7830,41095,9,41091,FH16,2012
7934220,41065,29/05/2012,93351,QLD,1,FM13 64T,131705,21019097,"SHUTTER SHAFT, BUTTERFLY",2539,MISCELLANEOUS,131705,XUO734,348901,1,211.2,370.21,0,581.41,581.41,VTC,7830,41095,9,41091,FM13,2012
7934225,41065,31/05/2012,93351,QLD,1,FM11 64T,132804,20997341,FUEL PUMP,2331,FUEL PUMP; FEED PUMP,132804,XYP788,269019,1,124.8,477.79,124.8,602.59,727.39,VTC,7830,41095,9,41091,FM11,2012
7934235,41065,25/05/2012,93351,QLD,2,FM13 64T,131710,20796744,"PRESSURE SENSOR, CRANKCASE",2846,SENSOR,131710,XOO058,422106,1,48,215.83,0,263.83,263.83,VTC,7830,41095,9,41091,FM13,2012
7934250,41065,29/05/2012,70287,WA,2,FH16 64T,133070,20771698,"INPUT SHAFT, AT2812C, ATO3112C",4313,SHAFT; BEARING,133070,SX47EK,408433,1,57,105.43,0,162.43,162.43,VTC,7830,41095,9,41091,FH16,2012
7934255,41065,21/05/2012,70287,WA,1,FH16 64T,132945,20856696,"AIR VALVE, EPG, WG, B/F",2539,MISCELLANEOUS,132945,SX12EK,499891,1,142.5,1020.96,0,1163.46,1163.46,VTC,7830,41095,9,41091,FH16,2012
7934282,41066,4/05/2012,70287,WA,1,FEE7 64R,553895,21004224,"OIL COOLER, OIL COOLER BOX",2231,OIL COOLER,553895,SB69DE,189952,1,437,1763.29,0,2200.29,2200.29,VTC,7830,41095,9,41091,FEE7,2012
7934282,41066,4/05/2012,70287,WA,2,FEE7 64R,553895,20832385,"LIP SEAL, INPUT SHAFT SEAL",4658,SEAL; SEALING KIT,553895,SB69DE,189952,1,95,280.68,0,375.68,375.68,VTC,7830,41095,9,41091,FEE7,2012
7934305,41066,10/05/2012,70287,WA,1,FM13 64T,130687,20576186,"FAN, S812B+HD11-680",2631,FAN,130687,VV88IJ,452378,1,598.5,3079.87,0,3678.37,3678.37,VTC,7830,41095,9,41091,FM13,2012
7934314,41066,28/05/2012,70287,WA,1,FH16 64T,133148,21302234,"GASKET, COVER OIL COOLER",2129,MISCELLANEOUS,133148,SX14EK,387719,1,408.5,685.37,0,1093.87,1093.87,VTC,7830,41095,9,41091,FH16,2012
7934317,41066,25/05/2012,70287,WA,1,FH16 64T,132945,21351717,"INJECTOR SLEEVE, SPARE PART KIT",2119,MISCELLANEOUS,132945,SX12EK,504361,1,370.5,553.75,0,922.79,924.25,VTC,7830,41095,9,41091,FH16,2012
7934317,41066,25/05/2012,70287,WA,2,FH16 64T,132945,21054876,"EXHAUST PRESSURE GOVERNOR, TWO HOLES DISC",2538,EXHAUST PRESSURE GOVERNOR,132945,SX12EK,504361,1,95,2362.05,0,2457.05,2457.05,VTC,7830,41095,9,41091,FH16,2012
7934443,41072,31/05/2012,70287,WA,1,FH16 64T,132575,21100906,"COVER, OIL COOLER, WITH SEAL",2123,INSPECTION COVER,132575,GCV003,429079,1,408.5,1066.03,0,1474.53,1474.53,VTC,7830,41095,9,41091,FH16,2012
7934443,41072,31/05/2012,70287,WA,2,FH16 64T,132575,21312237,"CHARGE AIR HOSE, HOT SIDE",2652,CHARGE AIR COOLER CONNECTION,132575,GCV003,429079,1,47.5,247.81,0,295.31,295.31,VTC,7830,41095,9,41091,FH16,2012
7934445,41072,4/06/2012,92197,SA,1,FM13 64R,132453,21340616,"UNIT INJECTOR, E3.18 MD13 EU5 HR 9.5X17",2374,UNIT INJECTOR SYSTEM,132453,XUT708,337142,1,470.4,1058.42,0,1528.82,1528.82,VTC,7830,41095,9,41091,FM13,2012
7934466,41073,6/06/2012,92197,SA,1,FM13 64R,133094,21270991,"FAN, S812B+HD11-680",2631,FAN,133094,XYQ248,189146,1,220.8,1448.08,0,1668.88,1668.88,VTC,7830,41095,9,41091,FM13,2012
7934474,41073,12/06/2012,92197,SA,2,FM11 64T,132109,21185132,"SEALING, TIMING GEAR COVER",2152,TIMING GEAR CASING GASKET,132109,TBA,90989,1,441.6,36.85,0,478.45,478.45,VTC,7830,41095,9,41091,FM11,2012
7934530,41074,13/06/2012,52589,SA,1,FH13 64T,131761,20981227,"FAN, ER175 + TR750KSR",2631,FAN,131761,903LSY,380669,1,527,2160.69,0,2687.69,2687.69,VTC,7830,41095,9,41091,FH13,2012
7934635,41079,4/06/2012,511728,NSW,3,FH13 64T,132279,20898038,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132279,290MRQ,267065,1,148.5,215.78,0,364.28,364.28,VTC,7830,41095,9,41091,FH13,2012
7934667,41080,13/06/2012,93351,QLD,1,FM13 64T,131701,21031448,"AIR VALVE, ON/OFF VALVE BF CONTROL",2533,SOLENOID VALVE,131701,XCL042,405154,1,57.6,311.51,0,369.11,369.11,VTC,7830,41095,9,41091,FM13,2012
7934680,41080,13/06/2012,93351,QLD,1,FM13 64T,132868,20981227,"FAN, ER175 + TR750KSR",2631,FAN,132868,XUO762,266363,1,0,1472.6,288,1760.6,1760.6,VTC,7830,41095,9,41091,FM13,2012
7934681,41080,6/06/2012,92197,SA,1,FH13 64T,132879,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132879,XYQ182,287652,1,48,322.02,0,370.02,370.02,VTC,7830,41095,9,41091,FH13,2012
7934683,41080,12/06/2012,52589,SA,1,FH13 64T,132146,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132146,VV17IE,234776,1,204,284.87,0,488.87,488.87,VTC,7830,41095,9,41091,FH13,2012
7935181,41089,19/06/2012,511728,NSW,1,FM11 64T,132245,21476011,FUEL PUMP,2331,FUEL PUMP; FEED PUMP,132245,QV09PS,246806,1,217.8,72.72,17.64,231.12,308.16,VTC,7830,41095,9,41091,FM11,2012
7935238,41090,18/06/2012,70287,WA,1,FES7 62R,565067,20867274,"FAN, UNIT DV50",2631,FAN,565067,SB99DR,120513,1,389.5,2767.06,637.5,3156.56,3794.06,VTC,7830,41095,9,41091,FES7,2012
7935296,41092,21/06/2012,511728,NSW,1,FH13 64T,131729,21153968,"IDLER PULLEY, 10K, DOB=74",2634,FAN DRIVE,131729,884LSY,296781,1,158.4,443.11,0,601.51,601.51,VTC,7830,41095,9,41091,FH13,2012
7935379,41093,15/06/2012,511728,NSW,1,FH13 64T,132678,85000596,"TURBOCHARGER, EXCH, WASTEGATE",2551,TURBOCHARGER,132678,978RAD,367302,1,0,3634.75,0,3634.75,3634.75,VTC,7830,41095,9,41091,FH13,2012
100589,41080,15/06/2012,19053,VIC,2,FH16 64T,132302,21351717,"INJECTOR SLEEVE, SPARE PART KIT",2119,MISCELLANEOUS,132302,650MXU,477723,0,0,0,0,-52.35,0,VTC,7830,41102,9,41091,FH16,2012
100590,41082,8/06/2012,19053,VIC,1,FM13 84R,131337,20587044,"TRANSMISSION, 22666",4371,"TRANSMISSION (HYDROMECHANICAL), COMPLETE",131337,TBA,120829,1,1425.6,31732.12,0,33157.72,33157.72,VTC,7830,41102,9,41091,FM13,2012
118995,41065,2/06/2012,92767,WA,2,FM13 64T,132408,21206430,"SOLENOID VALVE, CLUTCH OPERATION",4312,HOUSING; CLUTCH CASING,132408,BF45JM,420731,1,88.81,730.98,0,819.79,819.79,VTC,7830,41102,9,41091,FM13,2012
118995,41065,2/06/2012,92767,WA,3,FM13 64T,132408,20483426,"SEALING RING, 57,5*90*12   INPUT SHAFT",4319,MISCELLANEOUS,132408,BF45JM,420731,1,66.6,105.43,0,172.03,172.03,VTC,7830,41102,9,41091,FM13,2012
118997,41066,4/06/2012,92767,WA,2,FM13 64T,131956,20562642,"POSITION SENSOR, POSITION SENSOR",4326,"GEARBOX COVER, COMPLETE",131956,BE76DG,291817,1,677.12,1552.08,0,2229.2,2229.2,VTC,7830,41102,9,41091,FM13,2012
118997,41066,4/06/2012,92767,WA,3,FM13 64T,131956,21206430,"SOLENOID VALVE, CLUTCH OPERATION",4312,HOUSING; CLUTCH CASING,131956,BE76DG,291817,1,66.6,730.98,0,797.58,797.58,VTC,7830,41102,9,41091,FM13,2012
118997,41066,4/06/2012,92767,WA,4,FM13 64T,131956,21270991,"FAN, S812B+HD11-680",2631,FAN,131956,BE76DG,291817,1,321.93,1503.37,0,1825.3,1825.3,VTC,7830,41102,9,41091,FM13,2012
118997,41066,4/06/2012,92767,WA,5,FM13 64T,131956,3092515,TECU/UPGRADE,4326,"GEARBOX COVER, COMPLETE",131956,BE76DG,291817,1,33.3,0,0,33.3,33.3,VTC,7830,41102,9,41091,FM13,2012
119005,41067,30/05/2012,92767,WA,1,FH16 64T,132234,21100906,"COVER, OIL COOLER, WITH SEAL",2123,INSPECTION COVER,132234,BF62RC,283082,1,477.3,754.03,0,1231.33,1231.33,VTC,7830,41102,9,41091,FH16,2012
119005,41067,30/05/2012,92767,WA,3,FH16 64T,132234,20429993,"PASS-THROUGH CONNECTION, INJECTOR HARNESS",2849,MISCELLANEOUS,132234,BF62RC,283082,1,166.5,140.72,0,307.22,307.22,VTC,7830,41102,9,41091,FH16,2012
119009,41067,7/06/2012,92767,WA,1,FH16 64T,132934,20738574,"TURBOCHARGER, (A/WG)",2551,TURBOCHARGER,132934,BOR118,395623,1,991.23,2974.53,274.4,3529.53,4240.16,VTC,7830,41102,9,41091,FH16,2012
119014,41068,8/06/2012,92767,WA,1,FM9  64T,130810,20837594,"AIR VALVE, EPG  WASTEGATE",2539,MISCELLANEOUS,130810,IMS005,39331,1,377.41,619.26,0,996.67,996.67,VTC,7830,41102,9,41091,FM9,2012
119016,41068,26/04/2012,92767,WA,1,FM11 64T,132266,20555696,"SEALING RING, OIL FILLER",2151,TIMING GEAR CASING,132266,XQQ629,452662,1,0,6.53,168.75,175.28,175.28,VTC,7830,41102,9,41091,FM11,2012
119017,41068,4/06/2012,92767,WA,1,FM13 64T,132096,3092091,"SOFTWARE, ENGINE MID 128 ECU",2841,ELECTRONIC CONTROL UNIT,132096,BD95VW,356010,0,0,0,0,133.24,0,VTC,7830,41102,9,41091,FM13,2012
119018,41068,2/06/2012,92767,WA,1,FH13 64T,132541,21473997,"SENSOR, NOX 600 MM",2846,SENSOR,132541,NV36GQ,545813,1,177.63,934.73,0,1112.36,1112.36,VTC,7830,41102,9,41091,FH13,2012
119020,41071,1/06/2012,92767,WA,1,FM13 42T,131915,21320645,"HOSE, EGR VALVE OIL RETURN",2213,OIL LINE,131915,JGG443,523233,1,55.5,250.44,0,305.94,305.94,VTC,7830,41102,9,41091,FM13,2012
119020,41071,1/06/2012,92767,WA,2,FM13 42T,131915,20487079,"BELT TENSIONER, 10K, D=74, L=90, T=41NM",2634,FAN DRIVE,131915,JGG443,523233,1,122.11,697.86,0,819.97,819.97,VTC,7830,41102,9,41091,FM13,2012
119020,41071,1/06/2012,92767,WA,3,FM13 42T,131915,21304786,"PRESSURE SENSOR, DIFFERENTIAL, EGR DP",2846,SENSOR,131915,JGG443,523233,1,233.12,455.28,0,688.4,688.4,VTC,7830,41102,9,41091,FM13,2012
119021,41071,8/06/2012,92767,WA,3,FM13 42T,131915,21206430,"SOLENOID VALVE, CLUTCH OPERATION",4312,HOUSING; CLUTCH CASING,131915,JGG443,523737,1,66.6,730.98,0,797.58,797.58,VTC,7830,41102,9,41091,FM13,2012
119025,41072,6/06/2012,92767,WA,2,FM13 64T,132096,21206430,"SOLENOID VALVE, CLUTCH OPERATION",4312,HOUSING; CLUTCH CASING,132096,BD95VW,356050,1,66.6,730.98,0,797.58,797.58,VTC,7830,41102,9,41091,FM13,2012
119025,41072,6/06/2012,92767,WA,3,FM13 64T,132096,20992763,"AIR HOSE, CLUTCH HOUSING",4312,HOUSING; CLUTCH CASING,132096,BD95VW,356050,1,11.11,79.69,0,90.8,90.8,VTC,7830,41102,9,41091,FM13,2012
119025,41072,6/06/2012,92767,WA,4,FM13 64T,132096,20562642,"POSITION SENSOR, POSITION SENSOR",4326,"GEARBOX COVER, COMPLETE",132096,BD95VW,356050,1,770.36,1026.76,0,1797.12,1797.12,VTC,7830,41102,9,41091,FM13,2012
119025,41072,6/06/2012,92767,WA,5,FM13 64T,132096,20483426,"SEALING RING, 57,5*90*12   INPUT SHAFT",4319,MISCELLANEOUS,132096,BD95VW,356050,1,66.6,105.43,0,172.03,172.03,VTC,7830,41102,9,41091,FM13,2012
119028,41073,7/06/2012,92767,WA,1,FM13 64T,132289,20530916,"MAIN BEARING, STD",2162,MAIN BEARING,132289,VV60IB,460759,1,1554,1524.28,0,3078.28,3078.28,VTC,7830,41102,9,41091,FM13,2012
119031,41073,29/05/2012,92767,WA,1,FM13 64T,132098,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132098,BD97VW,326973,1,122.1,953.68,0,388.62,1075.78,VTC,7830,41102,9,41091,FM13,2012
119031,41073,29/05/2012,92767,WA,2,FM13 64T,132098,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132098,BD97VW,326973,0,0,0,0,377.52,0,VTC,7830,41102,9,41091,FM13,2012
119059,41075,15/06/2012,92767,WA,1,FES7 62R,523846,21567736,"SENSOR, NOX 600 MM",2846,SENSOR,523846,GLT102,99157,1,210.9,1066.98,0,1277.88,1277.88,VTC,7830,41102,9,41091,FES7,2012
119121,41080,20/06/2012,92767,WA,2,FM13 64T,132795,21540602,"PRESSURE SENSOR, EXHAUST PRESSURE",2846,SENSOR,132795,NV89GR,465801,1,111,215.78,0,326.78,326.78,VTC,7830,41102,9,41091,FM13,2012
119128,41081,15/06/2012,92767,WA,1,FH13 64T,131965,21031448,"AIR VALVE, ON/OFF VALVE BF CONTROL",2533,SOLENOID VALVE,131965,NV51GL,478581,1,66.6,352.14,0,418.74,418.74,VTC,7830,41102,9,41091,FH13,2012
119129,41081,14/06/2012,92767,WA,1,FH13 64T,131904,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,131904,BC16PI,497676,1,144.33,322.02,0,466.35,466.35,VTC,7830,41102,9,41091,FH13,2012
119131,41081,21/06/2012,92767,WA,1,FM13 84R,130796,20935521,"BELT TENSIONER, 10K, D=74, L=95, T=42NM",2634,FAN DRIVE,130796,BA46TD,281278,1,66.6,378.99,0,445.59,445.59,VTC,7830,41102,9,41091,FM13,2012
119143,41082,21/06/2012,92767,WA,1,FM13 64T,132795,20524936,"PRESSURE SENSOR, BOOST PRESSURE / TEMP",2846,SENSOR,132795,NV89GR,466849,1,144.33,590.32,0,734.65,734.65,VTC,7830,41102,9,41091,FM13,2012
119143,41082,21/06/2012,92767,WA,2,FM13 64T,132795,20889280,"TEMPERATURE SENSOR, PT200-  PIGTAIL (EMS)",2846,SENSOR,132795,NV89GR,466849,1,66.62,173.11,0,239.73,239.73,VTC,7830,41102,9,41091,FM13,2012
119143,41082,21/06/2012,92767,WA,3,FM13 64T,132795,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132795,NV89GR,466849,1,55.5,322.02,0,377.52,377.52,VTC,7830,41102,9,41091,FM13,2012
119155,41084,22/06/2012,92767,WA,1,FH16 64T,132952,21631484,"BELT TENSIONER, 10PK, DOB=79.5, L=95",2634,FAN DRIVE,132952,NV88GP,303652,1,66.6,369.38,0,435.98,435.98,VTC,7830,41102,9,41091,FH16,2012
119155,41084,22/06/2012,92767,WA,2,FH16 64T,132952,21422767,"BELT TENSIONER, 10K- D=74- L=95- T=32N.M",2634,FAN DRIVE,132952,NV88GP,303652,1,66.6,322.52,0,389.12,389.12,VTC,7830,41102,9,41091,FH16,2012
119162,41085,19/06/2012,92767,WA,4,FH13 64T,131913,20744916,"HOSE, EGR VALVE OIL RETURN",2213,OIL LINE,131913,JGG502,660333,1,111,246.12,0,357.12,357.12,VTC,7830,41102,9,41091,FH13,2012
119171,41085,16/06/2012,92767,WA,2,FH13 64T,131731,21244501,"SENSOR, NOX 600 MM",2846,SENSOR,131731,NV62FT,691662,1,266.4,934.73,0,1201.13,1201.13,VTC,7830,41102,9,41091,FH13,2012
119177,41086,18/06/2012,92767,WA,1,FM13 84R,132111,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132111,BF55RC,245939,1,77.72,322.02,0,399.74,399.74,VTC,7830,41102,9,41091,FM13,2012
119183,41086,25/06/2012,92767,WA,1,FH13 64T,131731,21707054,"AIR VALVE, EPG /  WASTEGATE- GEN 3",2539,MISCELLANEOUS,131731,NV62FT,702468,0,0,0,0,586.57,0,VTC,7830,41102,9,41091,FH13,2012
119213,41088,26/06/2012,92767,WA,1,FH13 64T,132562,21710522,"SOLENOID VALVE, CLUTCH OPERATION",4312,HOUSING; CLUTCH CASING,132562,BP96DE,508566,1,1098.98,4239.87,120,5458.85,5458.85,VTC,7830,41102,9,41091,FH13,2012
128233,41078,9/06/2012,93385,NSW,1,FM11 64T,130229,20921947,"PUMP UNIT, COOLANT PUMP",2621,"COOLANT PUMP, COMPLETE",132682,FOX122,308083,1,332.8,1179.63,70,1387.63,1582.43,VTC,7830,41102,9,41091,FM11,2012
128240,41081,19/06/2012,93385,NSW,1,FH13 64T,558590,21473997,"SENSOR, NOX 600 MM",2846,SENSOR,132667,995RAD,291879,1,176.8,953.84,0,1130.64,1130.64,VTC,7830,41102,9,41091,FH13,2012
128245,41085,20/06/2012,93385,NSW,1,FH13 64T,126422,20981227,"FAN, ER175 + TR750KSR",2631,FAN,132535,180RHM,318883,1,239.2,1378.42,0,1617.62,1617.62,VTC,7830,41102,9,41091,FH13,2012
128245,41085,20/06/2012,93385,NSW,2,FH13 64T,126422,1676400,"EXPANSION TANK, (FH)",2612,EXPANSION TANK,132535,180RHM,318883,1,83.2,441.42,0,524.62,524.62,VTC,7830,41102,9,41091,FH13,2012
128245,41085,20/06/2012,93385,NSW,3,FH13 64T,126422,21146740,"FAN HUB, MD13/16",2631,FAN,132535,180RHM,318883,1,114.4,589.1,0,703.5,703.5,VTC,7830,41102,9,41091,FH13,2012
128245,41085,20/06/2012,93385,NSW,4,FH13 64T,126422,21503575,"SEALING RING, THERMOSTAT",2627,THERMOSTAT,132535,180RHM,318883,1,114.4,280.71,0,395.11,395.11,VTC,7830,41102,9,41091,FH13,2012
128246,41085,9/06/2012,93385,NSW,1,FM11 64T,802510,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132634,FOX110,285129,1,208.01,322.02,70,394.82,600.03,VTC,7830,41102,9,41091,FM11,2012
128264,41087,27/06/2012,93385,NSW,1,FH13 64T,132613,20997341,FUEL PUMP,2331,FUEL PUMP; FEED PUMP,132613,568RJJ,310276,1,135.21,460.25,0,595.46,595.46,VTC,7830,41102,9,41091,FH13,2012
128284,41088,15/05/2012,93385,NSW,1,FH13 64T,132164,20487079,"BELT TENSIONER, 10K, D=74, L=90, T=41NM",2634,FAN DRIVE,132895,VV40IQ,427693,1,72.8,398.18,0,470.98,470.98,VTC,7830,41102,9,41091,FH13,2012
129794,41065,20/05/2012,600828,SA,1,FH16 64T,132813,21102555,"TIMING GEAR COVER, WITH OIL TRAP",2151,TIMING GEAR CASING,132813,1DMW556,230074,1,195.5,0,0,195.5,195.5,VTC,7830,41102,9,41091,FH16,2012
129804,41066,1/06/2012,600828,SA,1,FH13 64T,132852,20954042,"OIL FILLER PIPE, FH FRONTFILL LOWER",2215,DIPSTICK; DIPSTICK TUBE; OIL FILLER PIPE,132852,VV21IQ,538270,1,0,283.06,0,283.06,283.06,VTC,7830,41102,9,41091,FH13,2012
129809,41067,1/06/2012,600828,SA,1,FH16 84T,132827,85125032,"DIAPHRAGM, DIFF LOCK",4659,MISCELLANEOUS,132827,1DMK602,272549,1,46,81.51,0,127.51,127.51,VTC,7830,41102,9,41091,FH16,2012
129810,41067,5/06/2012,600828,SA,2,FH13 64T,132318,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,132318,CH10031,437707,1,264.5,322.02,112.7,414.02,699.22,VTC,7830,41102,9,41091,FH13,2012
129863,41074,13/06/2012,600828,SA,1,FH16 64T,132444,85125032,"DIAPHRAGM, DIFF LOCK",4659,MISCELLANEOUS,132444,1DOC121,212182,1,138,244.53,0,382.53,382.53,VTC,7830,41102,9,41091,FH16,2012
129871,41074,14/06/2012,600828,SA,1,FH13 64T,132164,20760235,CYLINDER LINER,2130,CYLINDER LINER AND PISTON,132164,1DIV709,466936,1,2909.5,5434.16,128.8,8472.46,8472.46,VTC,7830,41102,9,41091,FH13,2012
129871,41074,14/06/2012,600828,SA,3,FH13 64T,132164,20791305,"SEALING RING, RADIAL, SHAFT DIA 95",4313,SHAFT; BEARING,132164,1DIV709,466936,1,161,160.71,0,321.71,321.71,VTC,7830,41102,9,41091,FH13,2012
129871,41074,14/06/2012,600828,SA,4,FH13 64T,132164,21452473,"CONTROL VALVE, VCB 24V",2533,SOLENOID VALVE,132164,1DIV709,466936,1,103.5,413.93,0,517.43,517.43,VTC,7830,41102,9,41091,FH13,2012
129873,41075,7/06/2012,600828,SA,1,FH13 64T,133556,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,SENSOR,133228,1DOK748,224051,1,80.5,322.02,0,402.52,402.52,VTC,7830,41102,9,41091,FH13,2012
129882,41075,10/06/2012,600828,SA,1,FH13 64T,133823,20768519,"EXHAUST VALVE, MULTI GROOVE",2142,EXHAUST VALVE,132889,VV33IS,562396,1,2001.01,5949.59,1752.86,9673.01,9703.46,VTC,7830,41102,9,41091,FH13,2012
129882,41075,10/06/2012,600828,SA,2,FH13 64T,133823,21351717,"INJECTOR SLEEVE, SPARE PART KIT",2119,MISCELLANEOUS,132889,VV33IS,562396,1,448.5,330.56,0,779.06,779.06,VTC,7830,41102,9,41091,FH13,2012
129896,41078,14/06/2012,600828,SA,1,FH13 64T,132797,21057051,"IDLER GEAR, LOWER",2153,TIMING GEAR,132797,VV23IQ,548999,1,2093.02,3156.53,121.44,5370.99,5370.99,VTC,7830,41102,9,41091,FH13,2012
