Repairing Dealer,Claim Registration Date,Total Labor Payment Local,Total Material Payment Local,Total Other Payment Local,Total Payment Local,Total_Payment
691188.0,40354.0,133.0,415.15,0.0,548.15,548.15
691188.0,40354.0,1368.0,758.48,0.0,1936.48,2126.48
92197.0,40354.0,0.0,0.0,0.0,-450.0,0.0
92197.0,40354.0,2538.0,166.51,0.0,2704.51,2704.51
92767.0,40355.0,0.0,0.0,0.0,100.32,0.0
93351.0,40355.0,0.0,0.0,0.0,1836.49,0.0
92767.0,40357.0,93.6,782.17,0.0,875.77,875.77
92767.0,40357.0,72.8,531.66,0.0,604.46,604.46
542457.0,40357.0,445.5,166.66,0.0,612.16,612.16
542457.0,40357.0,524.7,177.5,0.0,702.2,702.2
542457.0,40357.0,1316.7,7263.11,0.0,8579.81,8579.81
542457.0,40357.0,891.0,426.97,1018.57,1492.81,2336.54
542457.0,40357.0,247.5,6633.24,0.0,6880.74,6880.74
542457.0,40357.0,99.0,96.34,0.0,195.34,195.34
542457.0,40357.0,297.0,128.97,0.0,425.97,425.97
542457.0,40357.0,148.5,24.1,0.0,172.6,172.6
542457.0,40357.0,79.2,0.0,120.0,199.2,199.2
511728.0,40357.0,688.0,8713.04,0.0,9401.04,9401.04
542457.0,40358.0,39.6,295.97,0.0,335.57,335.57
542457.0,40358.0,891.0,1501.77,0.0,2392.77,2392.77
79129.0,40358.0,267.3,74.44,0.0,341.74,341.74
92767.0,40359.0,0.0,0.0,0.0,1082.06,0.0
92767.0,40359.0,0.0,0.0,0.0,278.08,0.0
92767.0,40359.0,0.0,0.0,0.0,2078.83,0.0
92767.0,40359.0,197.6,6184.93,0.0,6382.53,6382.53
600828.0,40359.0,0.0,0.0,0.0,243.0,0.0
93385.0,40359.0,247.5,1297.3,0.0,1544.8,1544.8
93385.0,40359.0,445.5,510.76,0.0,956.26,956.26
93385.0,40359.0,158.4,77.28,0.0,235.68,235.68
92197.0,40359.0,0.0,0.0,0.0,1302.01,0.0
92197.0,40359.0,594.0,276.5,0.0,870.5,870.5
92767.0,40360.0,882.96,2918.01,63.0,3209.21,3863.97
92767.0,40360.0,104.0,0.0,0.0,104.0,104.0
92197.0,40360.0,432.0,380.69,0.0,812.69,812.69
511728.0,40360.0,541.8,2164.95,447.0,2663.75,3153.75
92767.0,40361.0,0.0,0.0,0.0,6232.87,0.0
52589.0,40361.0,312.0,949.57,0.0,1261.57,1261.57
70287.0,40361.0,85.0,1916.69,0.0,2001.69,2001.69
92197.0,40361.0,198.0,1010.89,10.1,1218.99,1218.99
70287.0,40361.0,127.5,1928.17,0.0,2055.67,2055.67
490233.0,40364.0,200.0,1400.36,0.0,1600.36,1600.36
490233.0,40364.0,128.0,112.15,0.0,240.15,240.15
70287.0,40365.0,850.0,6008.27,0.0,6858.27,6858.27
70287.0,40365.0,2575.5,9664.33,0.0,12239.83,12239.83
93351.0,40365.0,585.0,288.96,0.0,873.96,873.96
92767.0,40366.0,936.0,330.56,0.0,1266.56,1266.56
70287.0,40366.0,0.0,0.0,0.0,136.24,0.0
70287.0,40366.0,85.0,2027.19,0.0,2112.19,2112.19
92767.0,40367.0,62.4,101.0,0.0,163.4,163.4
542457.0,40367.0,495.0,607.61,0.0,1102.61,1102.61
542457.0,40367.0,752.4,198.41,0.0,719.81,950.81
542457.0,40367.0,99.0,205.73,0.0,304.73,304.73
70287.0,40367.0,85.0,3448.41,0.0,3533.41,3533.41
92767.0,40368.0,208.0,372.07,0.0,580.07,580.07
600828.0,40368.0,64.8,93.87,0.0,158.67,158.67
600828.0,40368.0,43.2,295.97,0.0,339.17,339.17
600828.0,40368.0,86.4,289.55,0.0,375.95,375.95
6000.0,40368.0,831.6,3071.31,0.0,3902.91,3902.91
6000.0,40368.0,86.4,504.89,0.0,591.29,591.29
601578.0,40368.0,86.4,504.89,0.0,591.29,591.29
601578.0,40368.0,86.4,289.55,0.0,375.95,375.95
600828.0,40370.0,86.4,794.44,0.0,880.84,880.84
600828.0,40370.0,64.8,295.97,0.0,360.77,360.77
92767.0,40371.0,686.4,764.99,0.0,1451.39,1451.39
92767.0,40371.0,52.0,322.02,0.0,374.02,374.02
92767.0,40371.0,41.6,0.0,0.0,41.6,41.6
600828.0,40371.0,86.4,504.89,0.0,591.29,591.29
600828.0,40371.0,54.0,289.55,0.0,343.55,343.55
600828.0,40371.0,486.0,84.22,0.0,570.22,570.22
93385.0,40371.0,346.5,2520.0,0.0,2866.5,2866.5
488428.0,40371.0,215.0,393.27,0.0,608.27,608.27
511728.0,40371.0,215.0,0.0,0.0,215.0,215.0
70287.0,40371.0,297.5,468.06,0.0,765.56,765.56
70287.0,40371.0,85.0,4.54,0.0,89.54,89.54
92767.0,40372.0,104.0,87.8,0.0,191.8,191.8
630207.0,40372.0,570.0,1170.48,0.0,1330.08,1740.48
480277.0,40372.0,405.0,2575.5,0.0,2980.5,2980.5
480277.0,40372.0,72.0,375.43,0.0,447.43,447.43
70287.0,40372.0,110.5,478.02,0.0,588.52,588.52
600828.0,40373.0,140.4,3.65,0.0,144.05,144.05
600828.0,40373.0,129.6,415.43,0.0,545.03,545.03
630208.0,40373.0,478.8,432.39,0.0,911.19,911.19
79129.0,40276.0,0.0,0.0,0.0,-698.06,0.0
79129.0,40282.0,0.0,0.0,0.0,-1923.98,0.0
482666.0,40308.0,0.0,0.0,0.0,-936.82,0.0
480277.0,40309.0,0.0,0.0,0.0,-1932.98,0.0
601570.0,40310.0,0.0,0.0,0.0,-1534.45,0.0
691188.0,40315.0,0.0,0.0,0.0,-1495.45,0.0
92767.0,40318.0,0.0,0.0,0.0,-1926.18,0.0
93351.0,40330.0,0.0,0.0,0.0,861.07,0.0
691188.0,40339.0,2061.5,1946.14,874.06,4881.7,4881.7
92197.0,40345.0,0.0,0.0,0.0,-260.17,0.0
93351.0,40345.0,1854.0,34188.03,0.0,36024.03,36042.03
92197.0,40346.0,855.0,1209.84,7.32,2072.16,2072.16
93385.0,40351.0,0.0,0.0,0.0,2011.6,0.0
600828.0,40352.0,378.0,364.14,0.0,742.14,742.14
600828.0,40352.0,237.6,270.65,0.0,508.25,508.25
92197.0,40353.0,0.0,0.0,0.0,-1914.98,0.0
92197.0,40353.0,0.0,0.0,0.0,0.0,0.0
92197.0,40353.0,0.0,0.0,0.0,0.0,0.0
92197.0,40353.0,0.0,0.0,0.0,0.0,0.0
93351.0,40355.0,0.0,0.0,0.0,834.94,0.0
235191.0,40358.0,0.0,0.0,0.0,268.6,0.0
92767.0,40359.0,0.0,0.0,0.0,-1082.06,0.0
92767.0,40359.0,0.0,0.0,0.0,-278.08,0.0
92767.0,40359.0,0.0,0.0,0.0,-2078.83,0.0
691188.0,40359.0,408.5,2520.0,0.0,2928.5,2928.5
542457.0,40359.0,574.2,2602.66,0.0,3176.86,3176.86
92197.0,40359.0,0.0,0.0,0.0,-1302.01,0.0
79129.0,40359.0,2106.0,15727.37,0.0,17598.47,17833.37
79129.0,40359.0,623.7,2018.48,0.0,1958.26,2642.18
93351.0,40359.0,0.0,0.0,0.0,1203.6,0.0
691188.0,40360.0,47.5,261.53,0.0,309.03,309.03
490233.0,40360.0,1136.0,11402.68,900.0,12538.68,13438.68
70287.0,40361.0,0.0,0.0,0.0,-1927.98,0.0
70287.0,40361.0,0.0,0.0,0.0,-1927.98,0.0
93351.0,40365.0,1323.0,396.69,0.72,1720.41,1720.41
89540.0,40365.0,0.0,0.0,0.0,1090.66,0.0
552993.0,40366.0,95.0,245.86,0.0,340.86,340.86
70287.0,40366.0,0.0,0.0,0.0,-1927.98,0.0
691188.0,40367.0,332.5,205.75,0.0,395.75,538.25
600828.0,40371.0,702.0,663.07,0.0,1365.07,1365.07
600828.0,40371.0,0.0,0.0,0.0,-243.0,0.0
600828.0,40371.0,86.4,1880.85,0.0,1967.25,1967.25
93351.0,40371.0,2016.0,1574.02,37.58,3627.6,3627.6
92767.0,40372.0,135.2,1916.69,0.0,125.71,2051.89
70287.0,40372.0,212.5,1268.38,0.0,1480.88,1480.88
70287.0,40372.0,297.5,2951.56,0.0,3249.06,3249.06
92197.0,40372.0,324.0,1153.36,0.0,1477.36,1477.36
19053.0,40373.0,0.0,0.0,0.0,1178.98,0.0
600828.0,40374.0,356.4,357.18,0.0,713.58,713.58
600828.0,40374.0,324.0,54.99,0.0,378.99,378.99
396485.0,40374.0,72.0,355.56,0.0,427.56,427.56
93351.0,40374.0,90.0,15.81,0.0,105.81,105.81
93351.0,40374.0,0.0,0.0,0.0,2740.59,0.0
93351.0,40374.0,0.0,0.0,0.0,1896.75,0.0
93351.0,40374.0,0.0,0.0,0.0,2884.27,0.0
93351.0,40374.0,225.0,1400.36,0.0,1625.36,1625.36
600828.0,40375.0,972.0,158.53,0.0,1130.53,1130.53
552993.0,40375.0,427.5,186.55,0.0,614.05,614.05
552993.0,40375.0,123.5,407.29,0.0,530.79,530.79
93351.0,40375.0,225.0,64.45,0.0,289.45,289.45
93351.0,40375.0,270.0,115.52,0.0,385.52,385.52
92767.0,40378.0,956.8,698.87,0.0,1655.67,1655.67
600828.0,40378.0,486.0,398.62,0.0,884.62,884.62
511728.0,40378.0,137.6,96.34,0.0,233.94,233.94
488428.0,40378.0,0.0,0.0,0.0,344.0,0.0
92197.0,40378.0,126.0,355.56,0.0,481.56,481.56
92197.0,40378.0,171.0,355.56,0.0,526.56,526.56
511728.0,40378.0,559.0,683.38,0.0,1242.38,1242.38
92767.0,40379.0,41.6,66.16,0.0,107.76,107.76
600828.0,40379.0,237.6,52.24,0.0,289.84,289.84
601578.0,40379.0,64.8,101.0,0.0,165.8,165.8
396485.0,40379.0,72.0,432.7,0.0,466.22,504.7
511728.0,40379.0,498.8,4733.57,0.0,5232.37,5232.37
79129.0,40379.0,162.0,52.93,0.0,214.93,214.93
79129.0,40379.0,623.7,1231.94,0.0,782.81,1855.64
79129.0,40379.0,405.0,190.31,0.0,595.31,595.31
79129.0,40379.0,32.4,58.12,0.0,90.52,90.52
92197.0,40379.0,117.0,2577.98,0.0,2694.98,2694.98
93351.0,40379.0,180.0,1904.53,0.0,2084.53,2084.53
92767.0,40380.0,884.0,289.98,0.0,1173.98,1173.98
92767.0,40380.0,145.6,141.44,0.0,287.04,287.04
601578.0,40380.0,486.0,408.29,0.0,894.29,894.29
511728.0,40380.0,172.0,43.8,0.0,215.8,215.8
92197.0,40345.0,0.0,0.0,0.0,495.47,0.0
92767.0,40359.0,0.0,0.0,0.0,0.0,0.0
92767.0,40359.0,0.0,0.0,0.0,58.14,0.0
396485.0,40360.0,72.0,355.56,0.0,427.56,427.56
93351.0,40360.0,1296.0,2213.6,675.79,3383.6,4185.39
630207.0,40361.0,418.0,129.63,16250.0,16797.63,16797.63
70287.0,40371.0,297.5,1251.94,0.0,1549.44,1549.44
92767.0,40374.0,832.0,5837.39,0.0,6669.39,6669.39
93351.0,40374.0,0.0,0.0,0.0,727.73,0.0
52589.0,40379.0,296.41,1712.81,0.0,2009.22,2009.22
691188.0,40379.0,237.5,317.78,0.0,555.28,555.28
79129.0,40379.0,64.8,547.34,0.0,612.14,612.14
601578.0,40380.0,367.2,1961.74,0.0,2328.94,2328.94
542457.0,40380.0,2395.8,7551.38,0.0,9402.68,9947.18
542457.0,40380.0,0.0,0.0,0.0,72.32,0.0
92767.0,40381.0,145.6,2376.02,0.0,2521.62,2521.62
89540.0,40381.0,0.0,0.0,0.0,411.51,0.0
89540.0,40381.0,81.0,141.44,0.0,222.44,222.44
92767.0,40382.0,83.2,859.78,0.0,942.98,942.98
92767.0,40382.0,0.0,0.0,0.0,2394.34,0.0
92767.0,40382.0,915.2,2524.73,248.5,2815.93,3688.43
92767.0,40382.0,0.0,0.0,0.0,730.63,0.0
92767.0,40382.0,62.4,96.11,0.0,158.51,158.51
92767.0,40382.0,0.0,0.0,0.0,208.0,0.0
600828.0,40382.0,140.4,619.28,0.0,759.68,759.68
600828.0,40382.0,572.4,530.95,0.0,1103.35,1103.35
691188.0,40382.0,494.0,3203.1,0.0,3602.1,3697.1
691188.0,40382.0,285.0,65.12,0.0,278.87,350.12
89540.0,40382.0,129.6,96.34,0.0,225.94,225.94
89540.0,40382.0,97.2,619.28,0.0,716.48,716.48
89540.0,40382.0,202.5,33.62,0.0,236.12,236.12
89540.0,40382.0,48.6,0.0,0.0,48.6,48.6
79129.0,40382.0,153.9,2132.87,0.0,2270.57,2286.77
92197.0,40382.0,180.0,1771.56,0.0,1951.56,1951.56
92197.0,40382.0,72.0,76.95,0.0,112.95,148.95
92197.0,40382.0,450.0,224.65,0.0,648.01,674.65
92767.0,40383.0,551.21,76.96,0.0,628.17,628.17
93351.0,40383.0,90.0,859.78,0.0,949.78,949.78
93385.0,40385.0,445.5,834.55,0.0,1280.05,1280.05
93385.0,40385.0,118.8,859.78,0.0,978.58,978.58
92197.0,40385.0,270.0,382.0,0.0,652.0,652.0
92197.0,40385.0,0.0,0.0,2231.36,2231.36,2231.36
92197.0,40385.0,252.0,14.26,0.0,266.26,266.26
93385.0,40386.0,49.5,322.02,0.0,371.52,371.52
482666.0,40288.0,0.0,0.0,0.0,40632.39,0.0
480277.0,40288.0,684.47,2109.59,4620.53,4620.53,7414.59
92197.0,40301.0,0.0,0.0,0.0,130.86,0.0
93351.0,40318.0,0.0,59.04,0.0,59.04,59.04
501207.0,40339.0,1162.0,49.81,72.8,1284.61,1284.61
93351.0,40354.0,0.0,21.73,0.0,21.73,21.73
93351.0,40355.0,0.0,0.0,0.0,679.69,0.0
85993.0,40357.0,2099.9,19047.96,0.0,21147.86,21147.86
691188.0,40358.0,1111.5,5592.25,909.0,6466.25,7612.75
92767.0,40359.0,0.0,0.0,0.0,0.0,0.0
92767.0,40359.0,0.0,0.0,0.0,778.38,0.0
93351.0,40372.0,630.0,455.41,0.0,1085.41,1085.41
600828.0,40373.0,0.0,0.0,0.0,810.52,0.0
691188.0,40378.0,85.5,234.95,0.0,320.45,320.45
691188.0,40379.0,0.0,0.0,0.0,3054.32,0.0
501207.0,40380.0,747.0,2547.84,0.0,3294.84,3294.84
92767.0,40381.0,312.0,615.6,0.0,927.6,927.6
92767.0,40382.0,1180.32,1218.07,0.0,651.66,2398.39
92767.0,40382.0,1152.57,602.06,0.0,1538.06,1754.63
600828.0,40382.0,226.8,551.9,0.0,778.7,778.7
92197.0,40382.0,45.0,322.02,0.0,367.02,367.02
92197.0,40382.0,0.0,0.0,0.0,150.05,0.0
92767.0,40383.0,2568.8,4600.73,918.16,7900.49,8087.69
92767.0,40385.0,1040.0,1274.81,112.0,1763.61,2426.81
600828.0,40385.0,140.4,527.37,0.0,667.77,667.77
542457.0,40385.0,386.1,4899.87,0.0,5285.97,5285.97
542457.0,40385.0,178.2,1404.61,0.0,1582.81,1582.81
92197.0,40385.0,189.0,578.53,0.0,767.53,767.53
92767.0,40386.0,343.2,1404.61,0.0,1747.81,1747.81
92767.0,40386.0,468.0,0.0,31.5,499.5,499.5
92767.0,40386.0,72.8,0.0,0.0,72.8,72.8
92767.0,40386.0,0.0,0.0,0.0,66.93,0.0
92767.0,40386.0,208.0,828.66,0.0,1036.66,1036.66
600828.0,40386.0,86.4,504.89,0.0,591.29,591.29
52589.0,40386.0,140.41,619.28,0.0,759.69,759.69
691188.0,40386.0,171.0,322.02,0.0,493.02,493.02
89540.0,40386.0,0.0,0.0,0.0,5904.95,0.0
631891.0,40386.0,1816.4,400.01,0.0,2207.11,2216.41
79129.0,40386.0,494.1,2823.64,0.0,3317.74,3317.74
92197.0,40386.0,202.5,86.8,0.0,289.3,289.3
600828.0,40387.0,86.4,23.75,0.0,110.15,110.15
93385.0,40387.0,99.0,205.73,0.0,304.73,304.73
691188.0,40387.0,161.5,432.51,0.0,594.01,594.01
691188.0,40387.0,123.5,548.92,0.0,672.42,672.42
691188.0,40387.0,332.5,453.81,0.0,786.31,786.31
691188.0,40387.0,19.0,170.3,0.0,189.3,189.3
630208.0,40387.0,570.0,80.97,0.0,650.97,650.97
92197.0,40387.0,882.0,766.74,0.0,1648.74,1648.74
92197.0,40387.0,54.0,295.97,0.0,349.97,349.97
92767.0,40388.0,468.0,446.25,0.0,914.25,914.25
92767.0,40388.0,468.0,160.01,0.0,628.01,628.01
600828.0,40388.0,1296.0,510.94,0.0,1806.94,1806.94
600828.0,40388.0,75.6,0.0,0.0,75.6,75.6
600828.0,40388.0,32.4,0.0,0.0,32.4,32.4
601571.0,40388.0,216.0,845.9,0.0,1061.9,1061.9
601571.0,40388.0,43.2,82.68,0.0,125.88,125.88
691188.0,40388.0,123.5,787.87,0.0,911.37,911.37
542457.0,40388.0,0.0,35.4,0.0,35.4,35.4
79129.0,40388.0,639.9,863.43,0.0,1503.33,1503.33
92197.0,40388.0,63.0,117.77,0.0,180.77,180.77
92197.0,40388.0,0.0,0.0,0.0,54.63,0.0
92197.0,40388.0,72.0,210.65,0.0,282.65,282.65
92767.0,40389.0,145.6,1884.88,0.0,2030.48,2030.48
600828.0,40389.0,172.8,15.47,0.0,188.27,188.27
691188.0,40389.0,123.5,60.84,0.0,184.34,184.34
691188.0,40389.0,731.5,10302.86,1000.0,11024.45,12034.36
691188.0,40389.0,1396.5,569.77,0.0,1966.27,1966.27
691188.0,40389.0,807.5,156.36,0.0,583.86,963.86
691188.0,40389.0,0.0,0.0,0.0,2156.42,0.0
691188.0,40389.0,123.5,507.92,0.0,631.42,631.42
691188.0,40389.0,0.0,0.0,0.0,258.45,0.0
691188.0,40389.0,902.5,1168.36,0.0,2048.63,2070.86
601578.0,40389.0,270.0,401.91,90.91,762.82,762.82
542457.0,40389.0,891.0,251.62,0.0,1142.62,1142.62
480277.0,40389.0,72.0,425.13,0.0,497.13,497.13
480277.0,40389.0,180.0,21.37,0.0,201.37,201.37
630207.0,40389.0,281.2,1400.36,0.0,1681.56,1681.56
601570.0,40390.0,43.2,118.95,0.0,162.15,162.15
601570.0,40390.0,0.0,0.0,0.0,826.08,0.0
601570.0,40390.0,108.0,5.24,0.0,113.24,113.24
600828.0,40392.0,43.2,82.68,0.0,125.88,125.88
629286.0,40392.0,129.6,170.3,0.0,299.9,299.9
93351.0,40392.0,540.0,2027.29,0.0,2567.29,2567.29
79129.0,40392.0,186.3,2357.45,0.0,2543.75,2543.75
79129.0,40392.0,121.5,2132.87,0.0,2254.37,2254.37
92197.0,40392.0,360.0,807.53,0.0,1167.53,1167.53
92197.0,40392.0,702.0,10876.38,0.0,11578.38,11578.38
92197.0,40392.0,405.0,159.25,0.0,564.25,564.25
92197.0,40392.0,72.0,504.89,0.0,576.89,576.89
92767.0,40393.0,197.6,117.77,0.0,315.37,315.37
70287.0,40393.0,0.0,0.0,0.0,34.35,0.0
70287.0,40393.0,0.0,0.0,0.0,357.94,0.0
70287.0,40393.0,85.0,96.34,0.0,181.34,181.34
70287.0,40393.0,212.5,33.62,0.0,246.12,246.12
70287.0,40393.0,34.0,69.96,0.0,103.96,103.96
70287.0,40393.0,85.0,619.28,0.0,704.28,704.28
93351.0,40393.0,36.0,160.05,0.0,196.05,196.05
93351.0,40393.0,270.0,101.28,0.0,371.28,371.28
93351.0,40393.0,90.0,87.8,0.0,177.8,177.8
93351.0,40393.0,180.0,943.93,0.0,1123.93,1123.93
93351.0,40393.0,270.0,101.28,0.0,371.28,371.28
93351.0,40393.0,270.0,101.28,0.0,371.28,371.28
600828.0,40394.0,43.2,82.68,0.0,125.88,125.88
70287.0,40394.0,85.0,2577.87,0.0,2662.87,2662.87
70287.0,40394.0,85.0,96.34,0.0,181.34,181.34
70287.0,40394.0,170.0,311.81,0.0,481.81,481.81
70287.0,40394.0,68.0,78.82,0.0,146.82,146.82
92197.0,40394.0,153.0,196.73,0.0,349.73,349.73
691188.0,40280.0,396.17,1410.59,0.0,1439.09,1806.76
93351.0,40355.0,2016.0,5600.7,0.0,6487.01,7616.7
691188.0,40358.0,0.0,0.0,0.0,7495.17,0.0
629286.0,40358.0,4352.4,20651.41,786.97,25155.01,25790.78
79129.0,40359.0,210.6,1129.54,0.0,1340.14,1340.14
691188.0,40375.0,261.25,90.98,15.27,367.5,367.5
92197.0,40382.0,360.0,388.38,0.0,748.38,748.38
92197.0,40382.0,243.0,2752.15,0.0,2995.15,2995.15
92197.0,40382.0,234.0,1238.56,0.0,736.28,1472.56
92197.0,40382.0,90.0,357.18,0.0,447.18,447.18
93351.0,40383.0,1107.0,4487.05,0.0,5531.05,5594.05
92197.0,40385.0,0.0,0.0,0.0,984.24,0.0
93351.0,40385.0,0.0,0.0,0.0,174.33,0.0
630207.0,40387.0,1064.0,3584.23,0.0,1331.77,4648.23
600828.0,40388.0,75.6,0.0,0.0,75.6,75.6
92197.0,40388.0,0.0,0.0,0.0,756.13,0.0
92767.0,40389.0,457.6,18.46,0.0,476.06,476.06
601571.0,40389.0,291.6,1269.39,0.0,1560.99,1560.99
691188.0,40389.0,3591.0,20910.85,879.5,24441.73,25381.35
92197.0,40389.0,234.0,930.98,0.0,1164.98,1164.98
92197.0,40389.0,360.0,403.33,0.0,763.33,763.33
601570.0,40390.0,86.4,5827.19,0.0,5913.59,5913.59
601570.0,40390.0,75.6,0.0,0.0,75.6,75.6
79129.0,40390.0,494.1,3165.72,0.0,3368.22,3659.82
79129.0,40390.0,81.0,1734.09,0.0,1815.09,1815.09
79129.0,40390.0,64.8,619.28,0.0,684.08,684.08
79129.0,40390.0,81.0,2132.87,0.0,2213.87,2213.87
79129.0,40390.0,48.6,521.14,0.0,569.74,569.74
600828.0,40392.0,75.6,0.0,0.0,75.6,75.6
542457.0,40392.0,178.2,361.86,0.0,540.06,540.06
542457.0,40392.0,445.5,166.66,0.0,612.16,612.16
600828.0,40393.0,75.6,0.0,0.0,75.6,75.6
542457.0,40393.0,891.0,525.49,0.0,1416.49,1416.49
542457.0,40393.0,1366.2,1117.4,0.0,2483.6,2483.6
93351.0,40393.0,360.0,769.29,0.0,1129.29,1129.29
93351.0,40393.0,117.0,421.44,0.0,538.44,538.44
600828.0,40394.0,75.6,0.0,0.0,75.6,75.6
542457.0,40394.0,445.5,849.61,0.0,1295.11,1295.11
511728.0,40394.0,533.2,2756.62,154.7,3057.62,3444.52
93351.0,40394.0,738.0,5842.48,0.0,6580.48,6580.48
92767.0,40395.0,520.0,2026.95,0.0,2546.95,2546.95
92767.0,40395.0,145.6,538.08,0.0,683.68,683.68
92767.0,40395.0,260.0,4474.92,0.0,4734.92,4734.92
92767.0,40395.0,436.8,1257.82,0.0,1694.62,1694.62
92767.0,40395.0,707.21,1106.32,0.0,1813.53,1813.53
600828.0,40395.0,486.0,245.16,0.0,731.16,731.16
552993.0,40395.0,0.0,0.0,0.0,12.82,0.0
552993.0,40395.0,19.0,36.75,0.0,55.75,55.75
542457.0,40395.0,0.0,1233.47,0.0,1233.47,1233.47
93351.0,40395.0,567.0,143.02,0.0,710.02,710.02
70287.0,40395.0,892.5,792.08,0.0,734.07,1684.58
70287.0,40395.0,0.0,0.0,0.0,467.29,0.0
70287.0,40395.0,595.0,700.31,0.0,1295.31,1295.31
70287.0,40395.0,0.0,0.0,0.0,86.53,0.0
70287.0,40395.0,85.0,1880.85,0.0,1965.85,1965.85
511728.0,40395.0,1823.2,290.83,0.0,2114.03,2114.03
511728.0,40395.0,455.8,595.23,0.0,1051.03,1051.03
511728.0,40395.0,215.0,121.69,0.0,336.69,336.69
92767.0,40396.0,1606.81,4652.15,56.0,5764.96,6314.96
600828.0,40396.0,43.2,82.68,0.0,125.88,125.88
600828.0,40396.0,270.0,27.71,0.0,297.71,297.71
6000.0,40396.0,64.8,350.52,0.0,415.32,415.32
6000.0,40396.0,140.4,478.02,0.0,618.42,618.42
630207.0,40396.0,532.0,184.05,13750.0,14466.05,14466.05
92197.0,40396.0,72.0,295.97,0.0,367.97,367.97
92197.0,40396.0,0.0,0.0,0.0,194.56,0.0
92767.0,40399.0,0.0,0.0,0.0,606.8,0.0
600828.0,40399.0,32.4,0.0,0.0,32.4,32.4
600828.0,40399.0,64.8,295.97,0.0,360.77,360.77
600828.0,40399.0,486.0,403.89,0.0,889.89,889.89
600828.0,40399.0,86.4,504.89,0.0,591.29,591.29
600828.0,40399.0,162.0,546.23,0.0,708.23,708.23
93385.0,40399.0,69.3,322.02,0.0,391.32,391.32
93385.0,40399.0,346.5,380.47,0.0,726.97,726.97
93351.0,40399.0,0.0,0.0,0.0,799.89,0.0
501207.0,40400.0,315.4,742.29,0.0,1057.69,1057.69
600828.0,40400.0,97.2,322.02,0.0,419.22,419.22
600828.0,40400.0,86.4,619.28,0.0,705.68,705.68
629287.0,40400.0,488.0,348.97,0.0,836.97,836.97
85993.0,40400.0,0.0,0.0,0.0,1976.02,0.0
85993.0,40400.0,141.1,117.77,0.0,258.87,258.87
92197.0,40400.0,0.0,0.0,0.0,1080.53,0.0
92767.0,40401.0,280.8,355.56,36.4,417.96,672.76
92767.0,40401.0,0.0,0.0,0.0,254.8,0.0
482666.0,40402.0,215.0,120.02,0.0,335.02,335.02
93351.0,40329.0,0.0,0.0,0.0,-7634.96,0.0
488428.0,40365.0,412.8,2174.01,0.0,2586.81,2586.81
488428.0,40378.0,0.0,0.0,0.0,3044.63,0.0
19053.0,40379.0,834.2,4943.09,0.0,5777.29,5777.29
92197.0,40381.0,54.0,295.97,0.0,349.97,349.97
92197.0,40381.0,72.0,715.54,0.0,787.54,787.54
92197.0,40382.0,1521.0,11897.9,0.0,13418.9,13418.9
93351.0,40385.0,0.0,0.0,0.0,-174.33,0.0
89540.0,40392.0,337.35,1575.82,58.31,1400.36,1971.48
629287.0,40400.0,854.0,7584.74,0.0,8438.74,8438.74
92197.0,40400.0,90.0,1916.69,0.0,2006.69,2006.69
92767.0,40401.0,135.2,875.39,0.0,1010.59,1010.59
630207.0,40401.0,0.0,0.0,0.0,1035.37,0.0
93351.0,40401.0,1242.0,6680.7,0.0,7922.7,7922.7
92767.0,40402.0,301.6,495.74,0.0,797.34,797.34
92767.0,40402.0,93.6,322.02,0.0,415.62,415.62
600828.0,40402.0,0.0,0.0,0.0,375.95,0.0
600828.0,40402.0,2376.0,336.91,0.0,2021.71,2712.91
600828.0,40402.0,43.2,106.38,0.0,149.58,149.58
600828.0,40402.0,10.8,516.41,0.0,527.21,527.21
600828.0,40402.0,108.0,125.0,0.0,233.0,233.0
600828.0,40402.0,0.0,0.0,0.0,1194.06,0.0
600828.0,40402.0,550.8,1938.61,0.0,2489.41,2489.41
482666.0,40402.0,86.0,1916.69,0.0,2002.69,2002.69
482666.0,40402.0,473.0,2520.0,0.0,2993.0,2993.0
542457.0,40402.0,59.4,381.22,0.0,440.62,440.62
542457.0,40402.0,188.1,78.92,0.0,267.02,267.02
542457.0,40402.0,0.0,0.0,0.0,567.07,0.0
93351.0,40402.0,675.0,913.3,0.0,1588.3,1588.3
92197.0,40402.0,0.0,0.0,0.0,38.22,0.0
490233.0,40402.0,200.0,1295.45,0.0,1495.45,1495.45
92197.0,40402.0,0.0,1474.45,2694.5,3592.95,4168.95
92197.0,40402.0,0.0,2186.99,595.0,2366.99,2781.99
92197.0,40402.0,0.0,140.54,110.5,251.04,251.04
92197.0,40402.0,0.0,0.0,0.0,1133.53,0.0
600828.0,40403.0,86.4,504.89,0.0,591.29,591.29
92767.0,40406.0,353.6,2108.76,0.0,2462.36,2462.36
52589.0,40406.0,62.41,348.79,0.0,411.2,411.2
92197.0,40406.0,54.0,101.0,0.0,155.0,155.0
92767.0,40408.0,176.8,0.0,0.0,176.8,176.8
92767.0,40408.0,41.6,0.0,0.0,41.6,41.6
600828.0,40408.0,64.8,336.69,0.0,401.49,401.49
600828.0,40408.0,64.8,210.65,0.0,275.45,275.45
600828.0,40408.0,216.0,319.08,0.0,535.08,535.08
52589.0,40408.0,179.43,117.77,0.0,297.2,297.2
