Repairing Dealer,Claim Registration Date,Total Labor Payment Local,Total Material Payment Local,Total Other Payment Local,Total Payment Local,Total_Payment
542457.0,41411.0,79.1,464.49,0.0,543.59,543.59
542457.0,41411.0,67.8,322.02,0.0,389.82,389.82
542457.0,41411.0,1050.91,2511.2,0.0,3562.11,3562.11
542457.0,41411.0,0.0,204.22,0.0,204.22,204.22
542457.0,41411.0,67.8,213.72,0.0,281.52,281.52
542457.0,41414.0,113.0,322.02,0.0,435.02,435.02
542457.0,41416.0,101.7,322.02,0.0,423.72,423.72
542457.0,41416.0,192.1,1956.86,0.0,2148.96,2148.96
542457.0,41417.0,45.2,65.68,0.0,110.88,110.88
542457.0,41417.0,180.8,33.5,1447.3,1661.6,1661.6
542457.0,41417.0,316.4,846.78,47.76,1210.94,1210.94
396485.0,41407.0,0.0,0.0,0.0,-192.3,0.0
92197.0,41380.0,0.0,0.0,0.0,-5637.2,0.0
92197.0,41381.0,0.0,0.0,0.0,-151.55,0.0
93351.0,41381.0,0.0,0.0,0.0,0.0,0.0
93351.0,41381.0,0.0,0.0,0.0,418.48,0.0
93351.0,41393.0,2392.0,47941.6,553.55,50013.45,50887.15
70287.0,41394.0,2504.7,13444.01,0.0,15883.46,15948.71
93351.0,41400.0,62.4,284.87,0.0,347.27,347.27
93351.0,41400.0,0.0,0.0,0.0,305.67,0.0
488428.0,41400.0,198.0,420.46,0.0,618.46,618.46
93351.0,41402.0,145.6,284.87,0.0,430.47,430.47
93351.0,41407.0,187.2,1523.18,0.0,1710.38,1710.38
92197.0,41407.0,72.8,644.04,0.0,374.02,716.84
93351.0,41407.0,613.6,1953.76,41.16,2411.36,2608.52
70287.0,41409.0,49.5,752.91,0.0,802.41,802.41
93351.0,41410.0,187.2,2471.43,0.0,2658.63,2658.63
93351.0,41411.0,93.6,322.02,0.0,415.62,415.62
93351.0,41411.0,72.8,325.0,0.0,397.8,397.8
93351.0,41411.0,93.6,322.02,0.0,415.62,415.62
92197.0,41411.0,41.6,322.02,0.0,363.62,363.62
93351.0,41411.0,156.0,607.92,0.0,763.92,763.92
93351.0,41411.0,93.6,247.71,0.0,341.31,341.31
93351.0,41411.0,1040.0,492.12,0.0,1532.12,1532.12
93351.0,41411.0,52.0,322.02,0.0,374.02,374.02
511728.0,41411.0,392.88,644.04,247.88,403.62,1284.8
92197.0,41411.0,0.0,0.0,0.0,353.22,0.0
92197.0,41411.0,72.8,644.04,0.0,363.62,716.84
70287.0,41411.0,138.6,962.77,0.0,1101.37,1101.37
92197.0,41415.0,197.6,459.91,0.0,657.51,657.51
93351.0,41416.0,0.0,1731.07,176.8,1907.87,1907.87
93351.0,41416.0,395.2,16.64,0.0,411.84,411.84
92197.0,41416.0,114.4,690.91,0.0,805.31,805.31
92197.0,41416.0,104.0,752.91,0.0,856.91,856.91
704541.0,41416.0,64.0,0.0,0.0,64.0,64.0
19053.0,41417.0,43.2,322.02,0.0,365.22,365.22
92767.0,41418.0,58.51,0.0,0.0,58.51,58.51
92767.0,41418.0,152.13,962.77,0.0,1114.9,1114.9
92767.0,41418.0,128.72,5.37,0.0,134.09,134.09
92767.0,41418.0,491.41,209.89,0.0,701.3,701.3
92767.0,41418.0,81.92,0.0,0.0,81.92,81.92
92767.0,41421.0,23.41,169.53,0.0,192.94,192.94
92767.0,41421.0,81.92,0.0,0.0,81.92,81.92
92767.0,41421.0,81.92,0.0,0.0,81.92,81.92
92767.0,41421.0,105.33,0.0,0.0,105.33,105.33
92767.0,41421.0,58.51,0.0,0.0,58.51,58.51
92767.0,41422.0,152.13,322.02,0.0,474.15,474.15
92767.0,41422.0,58.51,0.0,0.0,58.51,58.51
92767.0,41422.0,234.05,608.04,0.0,842.09,842.09
92767.0,41422.0,427.03,644.04,52.43,474.15,1123.5
92767.0,41422.0,0.0,0.0,0.0,345.43,0.0
92767.0,41422.0,58.5,117.77,0.0,176.27,176.27
92767.0,41422.0,46.81,0.0,0.0,46.81,46.81
92767.0,41423.0,128.74,0.0,0.0,128.74,128.74
93385.0,41417.0,192.1,109.63,0.0,301.73,301.73
93385.0,41419.0,1401.21,350.02,0.0,1751.23,1751.23
93385.0,41423.0,395.51,1021.55,0.0,1417.06,1417.06
601571.0,41417.0,268.8,1454.93,0.0,1723.73,1723.73
552993.0,41418.0,93.6,322.02,0.0,415.62,415.62
552993.0,41422.0,93.6,962.77,0.0,1056.37,1056.37
552993.0,41422.0,41.6,61.36,0.0,102.96,102.96
6000.0,41423.0,294.4,1419.77,0.0,1714.17,1714.17
691188.0,41417.0,407.01,644.04,173.2,468.92,1224.25
691188.0,41417.0,0.0,0.0,0.0,344.62,0.0
691188.0,41418.0,203.4,59.62,0.0,263.02,263.02
691188.0,41418.0,113.0,169.53,0.0,282.53,282.53
691188.0,41421.0,124.3,322.02,0.0,446.32,446.32
691188.0,41423.0,601.31,644.04,307.08,468.92,1552.43
691188.0,41423.0,0.0,0.0,0.0,344.62,0.0
601578.0,41418.0,51.2,65.68,0.0,116.88,116.88
601578.0,41418.0,140.8,612.71,0.0,753.51,753.51
601578.0,41423.0,128.0,1525.14,0.0,1653.14,1653.14
601578.0,41423.0,64.0,0.0,0.0,64.0,64.0
788051.0,41417.0,1174.87,1489.09,149.8,2490.09,2813.76
788051.0,41422.0,746.21,330.56,0.0,1076.77,1076.77
601570.0,41423.0,179.2,322.02,0.0,501.22,501.22
542457.0,41351.0,3412.61,8429.58,4956.06,16798.25,16798.25
542457.0,41417.0,452.0,837.44,0.0,1289.44,1289.44
542457.0,41417.0,180.8,1956.86,0.0,2137.66,2137.66
542457.0,41417.0,67.8,114.14,0.0,181.94,181.94
542457.0,41418.0,0.0,0.0,0.0,913.55,0.0
542457.0,41418.0,67.8,644.05,0.0,711.85,711.85
542457.0,41418.0,124.31,460.31,0.0,584.62,584.62
542457.0,41418.0,79.1,457.86,0.0,536.96,536.96
542457.0,41421.0,124.31,637.08,0.0,761.39,761.39
542457.0,41421.0,79.1,571.92,0.0,651.02,651.02
542457.0,41421.0,169.5,916.47,0.0,1085.97,1085.97
542457.0,41421.0,214.7,93.78,0.0,308.48,308.48
542457.0,41421.0,45.2,365.25,0.0,410.45,410.45
542457.0,41421.0,56.5,188.67,0.0,245.17,245.17
542457.0,41422.0,113.0,213.72,0.0,326.72,326.72
542457.0,41422.0,146.9,487.49,0.0,634.39,634.39
542457.0,41423.0,45.2,218.24,0.0,263.44,263.44
542457.0,41423.0,67.8,1326.84,0.0,1394.64,1394.64
542457.0,41423.0,113.0,732.42,0.0,845.42,845.42
542457.0,41423.0,33.9,322.02,0.0,355.92,355.92
396485.0,41407.0,0.0,0.0,0.0,0.0,0.0
629287.0,41417.0,122.5,0.0,0.0,122.5,122.5
629287.0,41422.0,122.5,0.0,0.0,122.5,122.5
629287.0,41423.0,87.5,0.0,0.0,87.5,87.5
70287.0,41380.0,940.5,1282.44,11000.0,13222.94,13222.94
93351.0,41380.0,1955.2,28603.1,254.55,30812.85,30812.85
92197.0,41381.0,93.6,302.04,0.0,395.64,395.64
70287.0,41395.0,534.6,6881.2,0.0,7415.8,7415.8
92197.0,41409.0,0.0,61.36,0.0,61.36,61.36
93351.0,41410.0,145.6,2893.37,0.0,3038.97,3038.97
92197.0,41417.0,0.0,0.0,0.0,62.4,0.0
70287.0,41417.0,920.7,414.35,0.0,1335.05,1335.05
93351.0,41417.0,62.4,0.0,0.0,62.4,62.4
93351.0,41417.0,62.4,0.0,0.0,62.4,62.4
92197.0,41417.0,72.8,86.94,0.0,159.74,159.74
92197.0,41417.0,52.0,0.0,0.0,52.0,52.0
92197.0,41417.0,0.0,0.0,0.0,62.4,0.0
92197.0,41417.0,62.4,163.63,0.9,226.93,226.93
488428.0,41417.0,297.0,176.89,0.0,473.89,473.89
488428.0,41417.0,277.2,85.1,0.0,362.3,362.3
93351.0,41417.0,208.0,259.95,0.0,467.95,467.95
92197.0,41418.0,239.2,191.32,0.0,430.52,430.52
92197.0,41418.0,301.6,55.37,0.0,356.97,356.97
92197.0,41418.0,0.0,0.0,0.0,353.22,0.0
92197.0,41418.0,72.8,644.04,0.0,363.62,716.84
691188.0,41418.0,237.3,1450.35,0.0,1687.65,1687.65
488428.0,41418.0,306.9,114.21,0.0,421.11,421.11
93351.0,41418.0,62.4,0.0,0.0,62.4,62.4
92197.0,41419.0,114.4,644.04,0.0,384.42,758.44
92197.0,41419.0,0.0,0.0,0.0,374.02,0.0
92197.0,41419.0,62.4,0.0,0.0,62.4,62.4
92197.0,41419.0,31.2,0.0,0.0,31.2,31.2
79129.0,41420.0,405.9,2317.82,0.0,2723.72,2723.72
70287.0,41421.0,89.1,322.02,0.0,411.12,411.12
93351.0,41421.0,104.0,644.05,0.0,748.05,748.05
93351.0,41421.0,187.2,314.19,0.0,501.39,501.39
92197.0,41421.0,0.0,0.0,0.0,31.2,0.0
766085.0,41421.0,524.7,714.56,0.0,1239.26,1239.26
93351.0,41421.0,93.6,322.02,0.0,415.62,415.62
93351.0,41421.0,41.6,0.0,0.0,41.6,41.6
92197.0,41421.0,249.6,1766.63,0.0,2016.23,2016.23
93351.0,41421.0,52.0,322.02,0.0,374.02,374.02
79129.0,41421.0,445.5,956.33,0.0,1401.83,1401.83
79129.0,41421.0,49.5,322.02,0.0,371.52,371.52
70287.0,41422.0,495.0,1691.84,196.0,1939.34,2382.84
92197.0,41422.0,156.0,770.48,0.0,926.48,926.48
70287.0,41422.0,920.7,416.9,0.0,1337.6,1337.6
89540.0,41422.0,56.7,322.02,0.0,378.72,378.72
92197.0,41422.0,62.4,0.0,0.0,62.4,62.4
542457.0,41422.0,0.0,59.88,0.0,59.88,59.88
542457.0,41422.0,169.5,24.28,0.0,193.78,193.78
93351.0,41422.0,52.0,244.09,0.0,296.09,296.09
93351.0,41422.0,187.2,2148.09,0.0,2335.29,2335.29
70287.0,41422.0,198.0,962.28,0.0,1160.28,1160.28
70287.0,41422.0,49.5,52.47,0.0,101.97,101.97
92197.0,41423.0,52.0,0.0,0.0,52.0,52.0
92197.0,41423.0,0.0,0.0,0.0,41.6,0.0
92197.0,41423.0,52.0,0.0,0.0,52.0,52.0
92197.0,41423.0,0.0,0.0,0.0,41.6,0.0
92197.0,41423.0,62.4,0.0,0.0,62.4,62.4
92197.0,41423.0,0.0,0.0,0.0,62.4,0.0
92197.0,41423.0,52.0,322.02,0.0,374.02,374.02
92197.0,41423.0,93.6,302.04,0.0,395.64,395.64
92197.0,41423.0,62.4,0.0,0.0,62.4,62.4
92197.0,41423.0,301.6,3211.42,0.0,3513.02,3513.02
92197.0,41423.0,41.6,322.02,0.0,363.62,363.62
92197.0,41423.0,72.8,426.57,0.0,499.37,499.37
92197.0,41423.0,187.2,824.55,0.0,1011.75,1011.75
542457.0,41423.0,67.8,114.14,0.0,181.94,181.94
92197.0,41423.0,62.4,0.0,0.0,62.4,62.4
92197.0,41423.0,31.2,0.0,0.0,31.2,31.2
511728.0,41423.0,173.4,43.9,0.0,217.3,217.3
92767.0,41404.0,2000.75,14883.53,79.84,16758.19,16964.12
92767.0,41411.0,1953.93,2249.13,2260.0,6463.06,6463.06
92767.0,41411.0,23.4,35.88,0.0,59.28,59.28
92767.0,41422.0,58.51,0.0,0.0,58.51,58.51
92767.0,41423.0,0.0,0.0,0.0,323.75,0.0
92767.0,41424.0,58.51,0.0,0.0,58.51,58.51
92767.0,41425.0,351.03,644.05,58.8,807.87,1053.88
92767.0,41425.0,105.33,0.0,0.0,105.33,105.33
92767.0,41425.0,152.13,963.94,0.0,1116.07,1116.07
92767.0,41425.0,23.41,172.7,0.0,196.11,196.11
92767.0,41425.0,93.63,213.72,0.0,307.35,307.35
92767.0,41425.0,152.1,911.97,0.0,533.96,1064.07
92767.0,41425.0,0.0,0.0,0.0,530.11,0.0
92767.0,41425.0,58.51,0.0,0.0,58.51,58.51
92767.0,41425.0,526.52,38.74,0.0,565.26,565.26
92767.0,41425.0,538.24,322.02,58.8,567.76,919.06
92767.0,41429.0,70.2,752.91,0.0,823.11,823.11
93385.0,41407.0,3491.7,18543.19,828.1,22740.19,22862.99
93385.0,41428.0,169.5,322.02,0.0,491.52,491.52
93385.0,41428.0,135.6,169.53,0.0,305.13,305.13
93385.0,41429.0,56.5,962.77,0.0,1019.27,1019.27
600828.0,41397.0,0.0,0.0,0.0,-116.88,0.0
600828.0,41424.0,153.6,644.04,0.0,411.62,797.64
600828.0,41424.0,0.0,0.0,0.0,386.02,0.0
600828.0,41424.0,166.4,322.02,0.0,488.42,488.42
600828.0,41429.0,89.6,0.0,0.0,89.6,89.6
600828.0,41429.0,140.8,579.77,0.0,720.57,720.57
600828.0,41429.0,89.6,0.0,0.0,89.6,89.6
600828.0,41429.0,0.0,0.0,0.0,1690.0,0.0
600828.0,41429.0,64.0,0.0,0.0,64.0,64.0
601571.0,41387.0,80.39,345.94,0.0,38.33,426.33
601571.0,41387.0,133.98,852.9,104.68,189.99,1091.56
691188.0,41422.0,1243.0,5179.28,0.0,6422.28,6422.28
691188.0,41424.0,146.9,322.02,0.0,468.92,468.92
691188.0,41424.0,45.2,0.0,0.0,45.2,45.2
691188.0,41425.0,192.1,375.27,0.0,567.37,567.37
691188.0,41425.0,327.7,962.77,0.0,1290.47,1290.47
691188.0,41428.0,271.21,322.02,112.7,468.92,705.93
691188.0,41429.0,293.8,300.83,0.0,594.63,594.63
691188.0,41429.0,146.9,608.04,0.0,754.94,754.94
691188.0,41429.0,67.8,169.53,0.0,237.33,237.33
691188.0,41429.0,1728.9,645.83,355.0,2374.73,2729.73
601578.0,41425.0,512.0,0.0,0.0,512.0,512.0
601578.0,41425.0,230.4,2210.54,0.0,2440.94,2440.94
601578.0,41425.0,76.8,390.36,0.0,467.16,467.16
601578.0,41425.0,64.0,0.0,0.0,64.0,64.0
601578.0,41425.0,25.6,213.72,0.0,239.32,239.32
788051.0,41424.0,273.0,813.57,0.0,1086.57,1086.57
788051.0,41429.0,409.5,758.83,0.0,1168.33,1168.33
601570.0,41401.0,947.2,5341.0,0.0,6288.2,6288.2
601570.0,41426.0,128.0,322.02,0.0,450.02,450.02
601570.0,41426.0,25.6,169.53,0.0,195.13,195.13
601570.0,41429.0,294.4,1991.15,0.0,2285.55,2285.55
601570.0,41429.0,949.76,741.64,464.52,933.64,2155.92
542457.0,41408.0,316.4,644.05,147.0,734.45,1107.45
542457.0,41411.0,67.8,238.04,0.0,305.84,305.84
542457.0,41422.0,67.8,81.69,0.0,149.49,149.49
542457.0,41424.0,644.1,2290.17,0.0,2934.27,2934.27
542457.0,41424.0,79.1,419.85,0.0,498.95,498.95
542457.0,41424.0,158.2,232.47,0.0,390.67,390.67
542457.0,41424.0,79.1,571.92,0.0,651.02,651.02
542457.0,41424.0,124.3,611.88,0.0,736.18,736.18
542457.0,41425.0,135.6,213.72,0.0,349.32,349.32
542457.0,41428.0,124.31,652.32,0.0,776.63,776.63
542457.0,41429.0,237.31,2188.64,0.0,2425.95,2425.95
629287.0,41404.0,0.0,0.0,0.0,-532.02,0.0
92197.0,41394.0,0.0,624.13,0.0,596.25,624.13
762478.0,41396.0,2214.8,11118.33,0.0,13156.73,13333.13
70287.0,41397.0,1217.7,6682.29,0.0,7899.99,7899.99
93351.0,41403.0,1965.6,1063.46,204.0,3233.06,3233.06
70287.0,41404.0,1851.3,7164.49,0.0,9015.79,9015.79
70287.0,41404.0,782.1,10798.35,0.0,11580.45,11580.45
93351.0,41407.0,520.0,6279.62,0.0,6799.62,6799.62
70287.0,41408.0,2079.0,8029.33,0.0,10108.33,10108.33
762478.0,41408.0,1450.4,7398.48,13.68,8862.56,8862.56
92197.0,41409.0,1144.0,4462.25,0.34,5606.59,5606.59
70287.0,41409.0,1049.4,4223.98,0.0,5273.38,5273.38
93351.0,41410.0,769.6,3417.43,0.0,4166.23,4187.03
93351.0,41410.0,2017.6,5499.2,90.0,7284.4,7606.8
93351.0,41420.0,832.0,134.43,97.5,1063.93,1063.93
70287.0,41421.0,108.9,169.53,0.0,278.43,278.43
79129.0,41421.0,257.4,108.6,0.0,366.0,366.0
92197.0,41422.0,52.0,0.0,0.0,52.0,52.0
92197.0,41423.0,72.8,86.94,0.0,159.74,159.74
92197.0,41423.0,52.0,207.02,0.0,259.02,259.02
92197.0,41423.0,72.8,322.02,0.0,394.82,394.82
92197.0,41424.0,0.0,0.0,0.0,62.4,0.0
766085.0,41424.0,238.0,222.3,140.88,271.8,601.18
92197.0,41424.0,0.0,0.0,0.0,62.4,0.0
92197.0,41424.0,0.0,0.0,0.0,62.4,0.0
92197.0,41424.0,0.0,0.0,0.0,1353.82,0.0
766085.0,41424.0,1079.1,1046.6,0.0,2125.7,2125.7
488428.0,41424.0,138.6,529.1,0.0,667.7,667.7
488428.0,41424.0,59.4,322.02,0.0,381.42,381.42
762478.0,41425.0,392.0,129.1,26.79,547.89,547.89
92197.0,41425.0,62.4,0.0,0.0,62.4,62.4
93351.0,41425.0,114.4,726.21,0.0,840.61,840.61
92197.0,41425.0,0.0,3344.88,168.82,3513.7,3513.7
92197.0,41425.0,31.2,322.02,0.0,353.22,353.22
92197.0,41425.0,52.0,0.0,0.0,52.0,52.0
93351.0,41428.0,93.6,322.02,0.0,415.62,415.62
92197.0,41428.0,31.2,0.0,0.0,31.2,31.2
92197.0,41428.0,52.0,0.0,0.0,52.0,52.0
92197.0,41428.0,0.0,0.0,0.0,41.6,0.0
70287.0,41428.0,198.0,962.77,0.0,1160.77,1160.77
93351.0,41428.0,832.0,134.43,97.5,1063.93,1063.93
93351.0,41428.0,62.4,0.0,0.0,62.4,62.4
93351.0,41428.0,499.2,129.1,0.0,628.3,628.3
93351.0,41428.0,20.8,1523.18,0.0,1543.98,1543.98
93351.0,41428.0,93.6,169.53,0.0,263.13,263.13
511728.0,41428.0,0.0,0.0,48.0,48.0,48.0
79129.0,41428.0,227.7,130.21,0.0,357.91,357.91
92197.0,41429.0,72.8,322.02,0.0,394.82,394.82
92197.0,41429.0,41.6,185.33,0.0,226.93,226.93
93351.0,41429.0,291.2,61.39,0.0,352.59,352.59
93351.0,41429.0,62.4,106.07,0.0,168.47,168.47
70287.0,41429.0,108.9,753.89,0.0,862.79,862.79
93351.0,41429.0,1726.4,7101.56,560.0,9387.96,9387.96
92197.0,41429.0,31.2,0.0,0.0,31.2,31.2
92197.0,41429.0,31.2,322.02,0.0,353.22,353.22
92197.0,41429.0,301.6,63.02,0.0,364.62,364.62
93351.0,41429.0,62.4,0.0,0.0,62.4,62.4
70287.0,41429.0,59.4,237.35,0.0,296.75,296.75
70287.0,41429.0,108.9,497.83,0.0,606.73,606.73
70287.0,41429.0,59.4,169.53,0.0,228.93,228.93
93351.0,41429.0,218.4,1523.36,0.0,1741.76,1741.76
93351.0,41429.0,187.2,726.21,0.0,913.41,913.41
79129.0,41429.0,99.0,644.05,0.0,743.05,743.05
93351.0,41429.0,301.6,962.77,0.0,1264.37,1264.37
93351.0,41429.0,291.2,48.62,0.0,339.82,339.82
93351.0,41429.0,72.8,390.36,0.0,463.16,463.16
511728.0,41429.0,102.0,322.02,0.0,424.02,424.02
511728.0,41430.0,306.0,322.02,39.2,444.42,667.22
19053.0,41430.0,54.0,322.02,0.0,376.02,376.02
92767.0,41414.0,1638.0,4533.19,0.0,6171.19,6171.19
92767.0,41416.0,93.6,752.91,0.0,846.51,846.51
92767.0,41420.0,1825.26,7486.84,2375.23,11570.33,11687.33
92767.0,41422.0,631.82,6289.72,0.0,6872.91,6921.54
92767.0,41431.0,175.5,624.35,0.0,799.85,799.85
92767.0,41431.0,117.03,608.04,0.0,725.07,725.07
92767.0,41431.0,725.42,880.37,0.0,1605.79,1605.79
92767.0,41431.0,35.1,0.0,0.0,35.1,35.1
92767.0,41431.0,128.74,0.0,0.0,128.74,128.74
93385.0,41415.0,33.9,0.0,0.0,33.9,33.9
93385.0,41421.0,858.8,3092.37,0.0,3951.17,3951.17
600828.0,41397.0,0.0,0.0,0.0,0.0,0.0
600828.0,41414.0,755.2,5085.62,0.0,5623.22,5840.82
600828.0,41418.0,64.0,0.0,0.0,64.0,64.0
600828.0,41418.0,51.2,134.43,0.0,134.43,185.63
600828.0,41418.0,89.6,1276.39,0.0,1365.99,1365.99
600828.0,41418.0,0.0,466.82,0.0,466.82,466.82
600828.0,41418.0,76.8,108.6,0.0,185.4,185.4
600828.0,41418.0,64.0,46.28,0.0,110.28,110.28
600828.0,41430.0,51.2,639.92,0.0,691.12,691.12
600828.0,41431.0,524.8,611.88,156.8,880.68,1293.48
600828.0,41431.0,115.2,2102.82,0.0,2218.02,2218.02
600828.0,41435.0,89.6,0.0,0.0,89.6,89.6
600828.0,41436.0,76.8,331.46,0.0,408.26,408.26
600828.0,41436.0,76.8,304.37,0.0,381.17,381.17
600828.0,41436.0,294.4,188.06,0.0,482.46,482.46
600828.0,41436.0,89.6,0.0,0.0,89.6,89.6
600828.0,41436.0,25.6,181.1,0.0,206.7,206.7
600828.0,41436.0,89.6,0.0,0.0,89.6,89.6
600828.0,41437.0,89.6,0.0,0.0,89.6,89.6
601571.0,41431.0,51.2,134.43,0.0,185.63,185.63
601571.0,41431.0,76.8,108.6,0.0,185.4,185.4
601571.0,41431.0,64.0,13.65,0.0,77.65,77.65
601571.0,41432.0,128.0,322.02,0.0,450.02,450.02
601571.0,41432.0,89.6,213.72,0.0,303.32,303.32
691188.0,41418.0,146.9,322.02,0.0,468.92,468.92
691188.0,41418.0,56.5,239.67,0.0,296.17,296.17
691188.0,41428.0,271.21,322.02,110.74,468.92,703.97
691188.0,41430.0,146.9,308.76,0.0,455.66,455.66
691188.0,41436.0,339.0,0.0,123.48,113.0,462.48
601578.0,41435.0,179.2,1523.18,0.0,1702.38,1702.38
601578.0,41435.0,89.6,0.0,0.0,89.6,89.6
788051.0,41417.0,0.0,0.0,0.0,-273.0,0.0
788051.0,41430.0,163.8,239.67,0.0,403.47,403.47
788051.0,41436.0,1274.0,1398.72,0.0,2672.72,2672.72
788051.0,41436.0,54.6,611.88,0.0,666.48,666.48
601570.0,41435.0,89.6,0.0,0.0,89.6,89.6
601570.0,41435.0,89.6,0.0,0.0,89.6,89.6
542457.0,41380.0,0.0,0.0,0.0,-754.94,0.0
542457.0,41414.0,1073.5,5395.3,250.0,6468.8,6718.8
542457.0,41417.0,508.5,16244.17,0.0,16752.67,16752.67
542457.0,41418.0,0.0,0.0,0.0,-913.55,0.0
542457.0,41422.0,779.7,2311.66,85.0,3176.36,3176.36
542457.0,41422.0,67.8,1435.77,0.0,1503.57,1503.57
542457.0,41431.0,56.5,966.67,0.0,1023.17,1023.17
542457.0,41431.0,226.0,211.03,0.0,437.03,437.03
542457.0,41431.0,169.5,962.77,0.0,1132.27,1132.27
542457.0,41431.0,56.5,213.72,0.0,270.22,270.22
542457.0,41432.0,146.9,644.05,0.0,790.95,790.95
542457.0,41432.0,226.0,275.95,0.0,501.95,501.95
542457.0,41432.0,22.6,169.53,0.0,192.13,192.13
542457.0,41432.0,33.9,328.36,0.0,362.26,362.26
542457.0,41432.0,0.0,49.49,0.0,49.49,49.49
542457.0,41432.0,282.5,540.12,0.0,822.62,822.62
542457.0,41432.0,132.89,322.02,14.38,401.12,469.29
542457.0,41437.0,135.6,962.77,0.0,1098.37,1098.37
542457.0,41437.0,33.9,322.02,0.0,355.92,355.92
542457.0,41437.0,113.0,366.21,0.0,479.21,479.21
542457.0,41437.0,101.7,962.77,0.0,1064.47,1064.47
542457.0,41437.0,101.7,962.77,0.0,1064.47,1064.47
396485.0,41437.0,22.0,180.18,0.0,202.18,202.18
629287.0,41404.0,0.0,0.0,0.0,0.0,0.0
92197.0,41380.0,2155.48,3746.44,1063.36,6701.66,6965.28
92197.0,41397.0,2028.0,10509.65,127.0,12664.65,12664.65
92197.0,41397.0,1695.2,3940.97,0.0,5636.17,5636.17
92197.0,41397.0,0.0,7127.42,0.0,7127.42,7127.42
52589.0,41414.0,4524.0,13045.58,0.0,17569.58,17569.58
92197.0,41414.0,1695.2,4411.32,14.78,6121.3,6121.3
70287.0,41416.0,1613.7,9312.74,0.0,10926.44,10926.44
488428.0,41417.0,0.0,0.0,0.0,-158.4,0.0
488428.0,41417.0,0.0,0.0,0.0,-138.6,0.0
79129.0,41421.0,1970.1,4331.81,0.0,5985.11,6301.91
79129.0,41421.0,0.0,0.0,0.0,-198.0,0.0
92197.0,41423.0,0.0,0.0,0.0,-41.6,0.0
92197.0,41424.0,0.0,0.0,0.0,-62.4,0.0
92197.0,41424.0,0.0,0.0,0.0,-62.4,0.0
79129.0,41424.0,99.0,491.55,0.0,590.55,590.55
79129.0,41424.0,99.0,571.92,0.0,670.92,670.92
92197.0,41428.0,187.2,73.43,0.0,260.63,260.63
70287.0,41428.0,356.4,1616.03,0.0,1972.43,1972.43
70287.0,41428.0,138.6,2597.4,0.0,2736.0,2736.0
79129.0,41429.0,1138.5,1214.0,450.0,2352.5,2802.5
92197.0,41429.0,0.0,0.0,0.0,350.01,0.0
70287.0,41429.0,138.6,322.02,0.0,460.62,460.62
92197.0,41429.0,156.0,241.55,0.0,397.55,397.55
79129.0,41430.0,198.0,962.77,0.0,1160.77,1160.77
92197.0,41430.0,31.2,0.0,0.0,31.2,31.2
92197.0,41430.0,915.2,332.38,0.0,1247.58,1247.58
92197.0,41430.0,52.0,0.0,0.0,52.0,52.0
488428.0,41430.0,267.3,284.87,189.14,344.27,741.31
70287.0,41430.0,267.3,2135.06,0.0,2402.36,2402.36
70287.0,41431.0,227.7,464.14,0.0,691.84,691.84
70287.0,41431.0,247.5,182.99,0.0,430.49,430.49
70287.0,41431.0,9.9,35.88,0.0,45.78,45.78
70287.0,41431.0,59.4,0.0,0.0,59.4,59.4
92197.0,41431.0,72.8,963.86,0.0,1036.66,1036.66
92197.0,41431.0,915.2,332.38,0.0,1247.58,1247.58
70287.0,41431.0,59.4,0.0,0.0,59.4,59.4
92197.0,41431.0,31.2,0.0,0.0,31.2,31.2
762478.0,41432.0,441.0,562.0,0.0,1003.0,1003.0
92197.0,41432.0,114.4,616.6,0.0,731.0,731.0
92197.0,41432.0,135.2,780.72,0.0,463.16,915.92
92197.0,41432.0,0.0,0.0,0.0,452.76,0.0
92197.0,41432.0,41.6,169.53,0.0,211.13,211.13
92197.0,41432.0,239.2,216.89,175.18,631.27,631.27
92197.0,41432.0,0.0,0.0,0.0,1017.69,0.0
92197.0,41432.0,0.0,0.0,0.0,226.93,0.0
92197.0,41432.0,0.0,1208.9,0.0,1208.9,1208.9
92197.0,41432.0,0.0,962.77,0.0,962.77,962.77
92197.0,41432.0,72.8,186.24,0.0,259.04,259.04
488428.0,41432.0,59.4,0.0,0.0,59.4,59.4
488428.0,41432.0,188.1,360.58,0.0,548.68,548.68
488428.0,41432.0,188.1,83.27,0.0,271.37,271.37
488428.0,41432.0,118.8,415.2,0.0,534.0,534.0
488428.0,41432.0,376.2,860.29,0.0,1236.49,1236.49
488428.0,41432.0,128.7,1051.58,0.0,1180.28,1180.28
70287.0,41432.0,59.4,322.02,0.0,381.42,381.42
511728.0,41436.0,224.4,400.57,63.7,533.17,688.67
93351.0,41436.0,41.6,0.0,0.0,41.6,41.6
511728.0,41436.0,102.0,169.53,0.0,271.53,271.53
92197.0,41436.0,104.0,452.06,0.0,556.06,556.06
92197.0,41436.0,62.4,962.77,0.0,1025.17,1025.17
92197.0,41436.0,104.0,322.02,0.0,426.02,426.02
92197.0,41436.0,41.6,322.02,0.0,363.62,363.62
92197.0,41437.0,260.0,546.6,0.0,806.6,806.6
70287.0,41437.0,108.9,213.72,0.0,322.62,322.62
70287.0,41437.0,59.4,0.0,0.0,59.4,59.4
93351.0,41437.0,52.0,284.87,52.0,388.87,388.87
93351.0,41437.0,291.2,70.57,0.0,361.77,361.77
